year,FIPS,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64
1994,"Montana",257.606,0.008,0.00663,14.58498,-5.42e-07,.097772,.4014099,0,.0840192,13.88047,.6970692,.0075084,.0596028,0,.2358196,0,,,,.020919,.9466438,.0324372,.5645802,.2849243,.1337738,.0167217,.097772,257.6061,.0319494,255.4397,,,.0347189,255.5309,.0929118,257.4461,.0607759,256.3885,.1180757,258.2743,,,-.0083129,254.1146,.0206288,255.0671,-.0113008,254.0162,.0590434,256.3314,,,,,,,,,.0377221,255.6297,-.0043903,254.2437,.0616508,256.4173,.067246,256.6014,.1093828,257.9882,.0790392,256.9895,,,,,,,,,-.0124549,253.9782,-.0513766,252.6972,.0173723,254.9599,-.0095915,254.0725,.0433329,255.8144,.016628,254.9354,,,,,,,,,,,,,.0092363,254.6922,.0612959,256.4056,.0221026,255.1156,.0816545,257.0756,,,,,,,,,,,,,-.0434384,252.9585,.0092567,254.6928,-.024848,253.5704,.013707,254.8393,,,,,,,,,.032179,255.4473,,,,,,,,,-.0210858,253.6942,,,,
1998,"Montana",271.044,0.000,0.00029,14.50552,-4.05e-10,.29759,.5132454,.0012081,.0804265,14.13593,.8776987,.0081785,.0349721,.0111359,.0641899,.003825,.1764471,.0569513,.0884398,.0291281,.9425972,.0282747,.6979064,.2609338,.0338592,.0073007,.29759,271.0437,.1010317,264.5745,.2169245,268.3888,.2360472,269.0182,.271838,270.1962,.3466188,272.6574,.2421339,269.2185,.1074766,264.7866,.0789303,263.8471,.076784,263.7764,.1467944,266.0807,.0921979,264.2838,.1776539,267.0963,.2007825,267.8575,.2600038,269.8067,.1906681,267.5246,.2192193,268.4643,.286019,270.6629,.2104676,268.1763,.3071767,271.3593,.218849,268.4521,.2898349,270.7885,.086664,264.1016,.0849159,264.0441,.1477078,266.1107,.1002249,264.5479,.0594632,263.2064,.1246037,265.3503,.0739669,263.6837,.1102798,264.8789,.0693866,263.533,.1367501,265.7501,.1671985,266.7522,.2224737,268.5714,.1681051,266.782,.2299447,268.8174,.1745376,266.9937,.2321142,268.8887,.2562411,269.6828,.1927978,267.5947,.258398,269.7538,.2542463,269.6172,.0684406,263.5018,.12722,265.4364,.0827304,263.9721,.1135862,264.9877,.0788068,263.843,.1393464,265.8355,.0934009,264.3233,.0551902,263.0657,.1184257,265.147,.1021531,264.6114,.1986309,267.7867,.1559099,266.3807,.210402,268.1741,.2035298,267.948,.2289746,268.7854,.0978571,264.47,.0650389,263.3899,.1221352,265.269,.1068346,264.7655,.0883687,264.1577,.1861707,267.3766,.0937509,264.3349
2002,"Montana",270.165,0.000,0.00024,12.67368,-5.97e-10,.2575827,.476074,.0214051,.0787805,14.10044,.8747997,.0047449,.0161606,.0075429,.0941111,.0026407,.210099,.0831983,.020549,.1900673,.8021291,.0078036,.6753359,.2765488,.0168923,.0312229,.2575827,270.165,.062632,263.7487,.1985093,268.2208,.2212897,268.9706,.2297765,269.2499,.2945204,271.3808,.23115,269.2951,.0849777,264.4842,.0638968,263.7904,.0353956,262.8523,.0952776,264.8232,.0818443,264.381,.1771582,267.5181,.1765015,267.4965,.2298188,269.2513,.197964,268.2029,.1994963,268.2533,.2590667,270.2139,.2218975,268.9906,.2567462,270.1375,.1992209,268.2442,.2653728,270.4214,.0843783,264.4644,.0554416,263.5121,.1114856,265.3566,.1035863,265.0966,.03772,262.9288,.0964502,264.8618,.0855067,264.5016,.0597074,263.6525,.0496437,263.3213,.1128506,265.4016,.1587911,266.9136,.2099191,268.5963,.1930482,268.041,.1980258,268.2049,.1700693,267.2848,.2264977,269.142,.2279195,269.1888,.1928864,268.0357,.256338,270.1241,.2252964,269.1024,.0561541,263.5355,.1111819,265.3466,.1054157,265.1568,.0748418,264.1506,.0693809,263.9709,.1287363,265.9244,.062464,263.7432,.0541388,263.4692,.1164187,265.519,.0731321,264.0943,.1821764,267.6832,.1669845,267.1832,.2223196,269.0045,.1906034,267.9606,.2196822,268.9176,.0762099,264.1956,.0722764,264.0661,.1308204,265.993,.0881088,264.5872,.0780301,264.2555,.1886026,267.8947,.0916084,264.7024
2003,"Montana",269.833,0.000,0.00013,14.24232,-1.60e-09,.2582847,.4961535,.017021,.1036981,14.09633,.8664779,.0042803,.0188522,.0125633,.0978264,0,.2041446,.0810452,.0493393,.1915669,.8042035,.0042297,.6594507,.3115079,.0229932,.0060482,.2582847,269.8334,.0672089,263.5446,.2008479,267.943,.2165107,268.4585,.2615766,269.9418,.2938216,271.003,.1999067,267.912,.0889541,264.2603,.0624423,263.3878,.0703626,263.6484,.0987369,264.5823,.0529042,263.0738,.1747874,267.0853,.2084215,268.1923,.2315657,268.954,.1694146,266.9085,.2246253,268.7256,.2527674,269.6518,.1855534,267.4397,.2862867,270.755,.2051427,268.0844,.2344614,269.0493,.0828379,264.059,.0893909,264.2747,.1150916,265.1206,.0757063,263.8243,.0662366,263.5126,.0938913,264.4228,.0520529,263.0458,.0926062,264.3805,.0570516,263.2103,.0842323,264.1049,.1853761,267.4338,.2067966,268.1388,.1598945,266.5952,.2286036,268.8565,.1768467,267.1531,.1986704,267.8714,.2505096,269.5775,.1925319,267.6693,.2203081,268.5835,.2297973,268.8958,.0842589,264.1058,.1092325,264.9277,.0732329,263.7429,.1074933,264.8705,.0770164,263.8674,.1016064,264.6767,.0888288,264.2562,.0561558,263.1808,.0832938,264.074,.0792459,263.9408,.2071344,268.1499,.1684185,266.8757,.1898426,267.5808,.1966678,267.8055,.2177923,268.5007,.1028994,264.7193,.0748965,263.7976,.0993711,264.6032,.095034,264.4604,.0786931,263.9226,.1891859,267.5592,.0934357,264.4078
2005,"Montana",269.224,0.000,0.00013,13.68421,-3.55e-10,.2687943,.4901986,.0404771,.0906259,14.09995,.8647069,.0094106,.0165305,.0069712,.1012609,.0011201,.2493134,.0667844,.022394,.213905,.782488,.003607,.6700395,.2842335,.0329553,.0127718,.2687943,269.2241,.0823071,263.0864,.2350355,268.113,.2563446,268.8144,.2557716,268.7955,.3055644,270.4343,.2232016,267.7236,.119208,264.3009,.1026423,263.7556,.0690642,262.6505,.1145658,264.1481,.0802419,263.0184,.2292366,267.9222,.2252613,267.7914,.2653953,269.1123,.2129292,267.3855,.2455916,268.4605,.2942533,270.062,.2332956,268.0558,.2820155,269.6593,.2107068,267.3123,.2585095,268.8856,.134597,264.8073,.1016667,263.7235,.1443739,265.1292,.1164165,264.209,.0866568,263.2295,.134778,264.8133,.1021729,263.7402,.0925143,263.4223,.0665312,262.5671,.1118142,264.0575,.2206088,267.6382,.2613903,268.9804,.2220962,267.6872,.2457617,268.4661,.2018172,267.0197,.2413556,268.321,.2735798,269.3816,.2200235,267.619,.2689053,269.2278,.2366959,268.1677,.1152549,264.1707,.1601429,265.6481,.1337401,264.7791,.11972,264.3177,.0985909,263.6223,.1410364,265.0193,.1106386,264.0188,.0854469,263.1897,.1336163,264.7751,.0896486,263.328,.2432014,268.3818,.2100908,267.2921,.2514589,268.6536,.2217035,267.6743,.2469079,268.5038,.1340827,264.7904,.1137835,264.1223,.1586955,265.6005,.1163803,264.2078,.1090671,263.9671,.2312337,267.9879,.1322977,264.7317
2007,"Montana",270.938,0.000,0.00013,12.86254,1.83e-09,.305734,.475427,.0421979,.0945091,14.10472,.8441951,.0087752,.022249,.0129302,.1118505,0,.265176,.0726744,.0135567,.2242921,.7716318,.0040761,.6485264,.3089778,.0355419,.0069539,.305734,270.9378,.1305527,265.1722,.285287,270.2649,.2954356,270.5989,.2975576,270.6688,.3441285,272.2015,.254811,269.2618,.1729021,266.566,.1496975,265.8023,.1218781,264.8867,.1647083,266.2963,.1191344,264.7964,.2797814,270.0837,.2786653,270.0469,.316333,271.2867,.2558185,269.295,.2889824,270.3865,.3350536,271.9028,.2655784,269.6162,.3247377,271.5633,.2485821,269.0568,.2925758,270.5048,.1868056,267.0236,.1587489,266.1002,.1991659,267.4304,.1610092,266.1746,.1382641,265.426,.1837268,266.9223,.1405794,265.5022,.1464827,265.6965,.111442,264.5432,.1530466,265.9125,.2741378,269.8979,.3126729,271.1662,.2647616,269.5893,.2995209,270.7334,.2493441,269.0819,.2855392,270.2732,.3180026,271.3416,.2581594,269.372,.3036658,270.8698,.2760608,269.9612,.1709557,266.502,.2134526,267.9006,.1775106,266.7177,.1774456,266.7155,.1479549,265.7449,.1870861,267.0328,.1634112,266.2537,.1296832,265.1436,.174357,266.6139,.1359777,265.3507,.2971272,270.6546,.2572412,269.3418,.2954521,270.5995,.26996,269.7604,.2865818,270.3075,.1904308,267.1429,.1622697,266.2161,.2039325,267.5873,.1665946,266.3584,.1547393,265.9682,.2791474,270.0628,.1816494,266.8539
2009,"Montana",270.394,0.000,0.00012,13.02681,9.53e-10,.2504183,.4896528,.0231369,.0872513,14.08135,.8522325,.0102355,.0249409,.0134549,.0988411,.0002951,.239504,.0958573,.0062337,.2425753,.7556504,.0017743,.6720883,.2829761,.0360349,.0089008,.2504183,270.3939,.0699462,264.4541,.2173292,269.3049,.2162904,269.2707,.233184,269.8267,.280851,271.3955,.2004083,268.748,.1052631,265.6165,.0698052,264.4495,.052904,263.8932,.0964618,265.3268,.0623151,264.203,.1949528,268.5684,.2025621,268.8188,.2422826,270.1262,.1908084,268.432,.2041803,268.8721,.2473605,270.2933,.1911448,268.4431,.2551705,270.5503,.1848896,268.2372,.2293766,269.7014,.1024008,265.5223,.0833159,264.8942,.1253002,266.276,.0972965,265.3543,.0535801,263.9155,.096248,265.3198,.0650832,264.2941,.0724376,264.5361,.0460172,263.6666,.0883305,265.0592,.183657,268.1967,.2209239,269.4232,.1842292,268.2155,.2196278,269.3805,.1758078,267.9383,.2138342,269.1898,.2272779,269.6323,.1777114,268.0009,.2202917,269.4024,.2064476,268.9467,.0818245,264.8451,.1226465,266.1886,.0974076,265.358,.0979672,265.3764,.0761849,264.6595,.1169136,265.9999,.073452,264.5695,.0490556,263.7666,.0910201,265.1477,.0652755,264.3004,.2020708,268.8027,.1707873,267.7731,.207813,268.9917,.1921213,268.4752,.1998428,268.7294,.0969452,265.3427,.0771211,264.6903,.1172161,266.0099,.0905994,265.1339,.0686394,264.4111,.1879149,268.3368,.0919848,265.1795
2011,"Montana",272.874,0.000,0.00013,13.40639,-1.98e-09,.2895457,.4897226,.0130661,.0861424,14.0697,.8390075,.0109712,.0318476,.0099976,.0935346,.0146414,.2821158,.0884988,0,.2613103,.7370859,.0016037,.6756558,.2863303,.0353781,.0026357,.2895457,272.8741,.1154924,267.1456,.2864749,272.7731,.2428274,271.3365,.2709274,272.2614,.316012,273.7452,.2300238,270.9151,.1690575,268.9086,.1037613,266.7595,.0972046,266.5437,.1381344,267.8908,.0989061,266.5997,.2510162,271.606,.2681665,272.1705,.3071206,273.4526,.2495114,271.5565,.2309282,270.9449,.2696299,272.2187,.2103224,270.2667,.2901977,272.8956,.2149097,270.4177,.2551743,271.7429,.154097,268.4162,.1436537,268.0724,.1843298,269.4112,.1521216,268.3512,.0882632,266.2494,.1263604,267.5033,.0911822,266.3455,.1140412,267.0978,.0831727,266.0819,.1213353,267.3379,.2379972,271.1776,.2720644,272.2988,.2320862,270.983,.2824814,272.6416,.232614,271.0004,.2680926,272.1681,.250923,271.603,.1987337,269.8853,.235582,271.0981,.2336997,271.0361,.1321886,267.6951,.1694488,268.9214,.1412072,267.9919,.1551223,268.4499,.129334,267.6012,.167194,268.8472,.1053202,266.8108,.0774293,265.8929,.1135618,267.0821,.0998467,266.6307,.2530683,271.6736,.2184054,270.5327,.2509443,271.6037,.2459426,271.4391,.2179108,270.5164,.1438936,268.0804,.121121,267.3309,.1563655,268.4908,.1406371,267.9732,.0943238,266.4489,.2322135,270.9872,.1326678,267.7109
2013,"Montana",271.766,0.000,0.00011,30.95544,-5.31e-09,.1817423,.4857002,.0173663,.0954404,14.0801,.8025861,.0119723,.0395611,.0095353,.117815,.0185302,.3081237,.0824171,.0030042,.2995761,.6968844,.0035395,.6861558,.2697502,.0320418,.0120522,.1817423,271.7658,.0321843,266.8434,.1980537,272.3026,.1404001,270.4051,.1747282,271.5349,.2117494,272.7534,.1333323,270.1725,.0920125,268.8125,.0210939,266.4785,.024162,266.5794,.058036,267.6943,.0261661,266.6454,.16454,271.1996,.1892852,272.014,.2209518,273.0563,.1709676,271.4112,.1387694,270.3514,.1709372,271.4102,.1189125,269.6979,.1959964,272.2349,.1269216,269.9615,.1613705,271.0953,.0770557,268.3203,.0758976,268.2822,.1096773,269.394,.0853382,268.5929,.0152773,266.287,.0468928,267.3275,.0195659,266.4281,.0428459,267.1943,.0181561,266.3817,.0510036,267.4628,.1604167,271.0639,.1880354,271.9729,.1564459,270.9332,.2047919,272.5244,.1610045,271.0833,.1911284,272.0747,.1609772,271.0823,.1148456,269.564,.1471021,270.6257,.1474029,270.6356,.0640538,267.8924,.094827,268.9052,.0749431,268.2508,.0887019,268.7036,.0694624,268.0704,.1021299,269.1455,.0342136,266.9102,.0130054,266.2122,.0443449,267.2437,.0362258,266.9765,.1768423,271.6045,.1489989,270.6881,.1769699,271.6087,.1751797,271.5498,.135812,270.2541,.0771343,268.3229,.0614074,267.8053,.0918404,268.8069,.0817245,268.4739,.031322,266.8151,.1637412,271.1733,.0739442,268.2179
2015,"Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,-1.627258,269.9568,-1.776794,265.0345,-1.610931,270.4937,-1.668579,268.5961,-1.634277,269.726,-1.597229,270.9444,-1.675659,268.3635,-1.71698,267.0035,-1.787903,264.6695,-1.784821,264.7704,-1.750946,265.8853,-1.782837,264.8364,-1.64444,269.3906,-1.61972,270.205,-1.588043,271.2473,-1.638031,269.6022,-1.670227,268.5424,-1.638062,269.6012,-1.690063,267.8889,-1.613007,270.4259,-1.682068,268.1525,-1.647614,269.2863,-1.731934,266.5113,-1.733093,266.4732,-1.69931,267.585,-1.723663,266.7839,-1.793701,264.478,-1.762085,265.5186,-1.789429,264.6191,-1.766144,265.3853,-1.790833,264.5728,-1.757996,265.6538,-1.64856,269.2549,-1.620941,270.1639,-1.652557,269.1242,-1.604187,270.7154,-1.64798,269.2743,-1.617859,270.2657,-1.64801,269.2733,-1.694153,267.755,-1.661896,268.8167,-1.661591,268.8266,-1.744934,266.0834,-1.714172,267.0962,-1.734039,266.4418,-1.720276,266.8946,-1.739532,266.2614,-1.706848,267.3365,-1.77478,265.1013,-1.79599,264.4032,-1.764648,265.4347,-1.772766,265.1675,-1.632141,269.7955,-1.660004,268.8791,-1.632019,269.7997,-1.63382,269.7408,-1.673187,268.4451,-1.731842,266.5139,-1.747589,265.9963,-1.717163,266.9979,-1.727264,266.6649,-1.777679,265.0061,-1.645264,269.3643,-1.735046,266.4089
1992,"Nebraska",265.432,0.000,0.00000,877.25031,.3767159,.3181126,.4155489,.0020508,.0626587,13.79133,.8988971,.0540864,.0257994,.0092985,.0119186,0,,,,.0143918,.9475561,.0380521,.7067093,.2537277,.0368959,.0026671,.3181126,265.4317,.1176932,258.8354,,,.2581141,263.457,.2812194,264.2175,.2525584,263.2742,.2567756,263.413,,,.102556,258.3372,.083856,257.7217,.0494446,256.5892,.1054365,258.432,,,,,,,,,.2306216,262.5522,.1894778,261.198,.2266309,262.4208,.2369059,262.759,.2239506,262.3326,.1864185,261.0973,,,,,,,,,.0727955,257.3577,.0345211,256.098,.0929265,258.0203,.0368387,256.1743,.0744078,257.4108,.0388394,256.2401,,,,,,,,,,,,,.1822036,260.9586,.1996931,261.5342,.1556329,260.0841,.1747411,260.713,,,,,,,,,,,,,.0248931,255.7811,.0653533,257.1128,.0265404,255.8353,.0281583,255.8886,,,,,,,,,.148713,259.8564,,,,,,,,,.0183089,255.5644,,,,
1994,"Nebraska",265.905,0.008,0.00941,15.52938,2.12e-08,.3322993,.4614679,0,.1266443,13.86784,.9510186,.007299,.0319414,.0068779,.0028631,0,,,,.0200407,.9619215,.0180378,.8123711,.1513564,.0343961,.0018765,.3322993,265.9054,.0867331,257.8232,,,.2692462,263.8302,.3839952,267.6069,.2892908,264.4899,.2600636,263.528,,,.0695361,257.2572,.1398343,259.5709,.0413287,256.3288,.0750168,257.4376,,,,,,,,,.3254436,265.6798,.2239124,262.3381,.2317156,262.595,.3517977,266.5471,.3142992,265.313,.2115741,261.932,,,,,,,,,.1230051,259.017,.0242857,255.7679,.0607432,256.9678,.1053822,258.437,.1296966,259.2372,.0298712,255.9517,,,,,,,,,,,,,.2898911,264.5096,.287161,264.4198,.1827547,260.9835,.2769516,264.0838,,,,,,,,,,,,,.0878392,257.8596,.1153415,258.7648,.0157511,255.487,.0951705,258.1009,,,,,,,,,.2483705,263.1431,,,,,,,,,.0801661,257.6071,,,,
1998,"Nebraska",274.977,0.000,0.00032,13.96293,1.03e-08,.4237106,.4780063,0,.0052785,14.03788,.9298387,.0411723,.0234372,.0027059,.0028459,0,.0384664,.048323,.1584301,.0108474,.9744548,.0146978,.7546132,.208557,.0317974,.0050325,.4237106,274.9766,.20175,267.6713,.2443671,269.0739,.3606575,272.9013,.3041712,271.0422,.4393334,275.4907,.3591959,272.8532,.1486498,265.9236,.1871007,267.1891,.0875194,263.9117,.2141947,268.0808,.195036,267.4503,.2142384,268.0823,.1504882,265.9841,.2653548,269.7646,.2202433,268.2799,.2557988,269.4501,.3760247,273.4071,.329796,271.8856,.320015,271.5637,.2455067,269.1114,.3713985,273.2548,.1394053,265.6194,.0489411,262.6419,.165554,266.48,.1457405,265.8279,.0806104,263.6843,.1995355,267.5984,.1828121,267.048,.1011443,264.3601,.0850035,263.8289,.206613,267.8313,.1281034,265.2474,.2357888,268.7916,.205794,267.8044,.1674545,266.5425,.1282821,265.2533,.2385478,268.8824,.2719733,269.9825,.2260008,268.4694,.3419735,272.2864,.2593735,269.5678,.0453088,262.5224,.1564429,266.1801,.1378936,265.5696,.0641217,263.1416,.0492633,262.6526,.1617082,266.3534,.094416,264.1386,.079717,263.6548,.1943784,267.4286,.0978823,264.2527,.1463159,265.8468,.119613,264.9679,.2244102,268.4171,.1439886,265.7702,.2400674,268.9324,.0609492,263.0372,.046558,262.5635,.153973,266.0988,.06375,263.1293,.0927599,264.0841,.1360329,265.5084,.0614519,263.0537
2002,"Nebraska",269.949,0.000,0.00034,12.96905,1.25e-09,.2507464,.4748695,.0123128,.0947972,14.03461,.8553447,.0577726,.0621197,.0169531,.007312,.0004979,.2445434,.1026827,.0089416,.1964428,.7964295,.0071278,.6905946,.2366389,.0419322,.0308343,.2507464,269.9489,.0776502,264.2519,.2255146,269.1185,.2030864,268.3803,.2429295,269.6917,.265255,270.4264,.2328123,269.3587,.1136195,265.4357,.0641889,263.8088,.0720564,264.0678,.0902742,264.6674,.1001289,264.9917,.1917848,268.0083,.2188418,268.8989,.2375034,269.5131,.228063,269.2024,.2014596,268.3268,.2174971,268.8546,.2101457,268.6127,.253395,270.0361,.220389,268.9498,.2437932,269.7201,.0986354,264.9426,.1024872,265.0693,.1216198,265.699,.1349816,266.1388,.0610794,263.7065,.0768006,264.2239,.0885378,264.6102,.0812505,264.3704,.0893336,264.6364,.1110675,265.3517,.1896978,267.9397,.2036665,268.3994,.2100776,268.6104,.2270274,269.1683,.2155226,268.7896,.2365785,269.4826,.2119808,268.673,.2015258,268.3289,.2211189,268.9738,.2288529,269.2284,.0904159,264.672,.1066329,265.2058,.1220018,265.7116,.1084194,265.2646,.1190872,265.6157,.1415756,266.3558,.0703483,264.0116,.0801421,264.3339,.0994663,264.9699,.0975963,264.9084,.1980044,268.213,.2006615,268.3005,.2185768,268.8901,.221795,268.9961,.2100327,268.6089,.0963923,264.8687,.1088724,265.2795,.1285879,265.9284,.1242379,265.7852,.0884675,264.6079,.2070094,268.5094,.1140556,265.4501
2003,"Nebraska",266.314,0.000,0.00026,14.79130,1.18e-09,.1513429,.5094463,.0155507,.1216648,14.02526,.8399556,.052846,.0740384,.0126364,.0201616,.0003621,.2092543,.0876593,.0407719,.2399735,.7566276,.003399,.6732485,.2591992,.0627147,.0048377,.1513429,266.3137,-.0077663,261.077,.0988023,264.5844,.1077309,264.8783,.1770578,267.16,.1626659,266.6864,.1065124,264.8382,.00591,261.5271,-.021052,260.6397,.0184344,261.9393,.0014411,261.38,-.0167798,260.7804,.0708841,263.6656,.1264806,265.4954,.1097779,264.9457,.0750764,263.8036,.1371563,265.8468,.1188954,265.2458,.0846953,264.1201,.1839157,267.3857,.1338017,265.7364,.1161667,265.1559,-.007207,261.0954,.0291293,262.2913,.0131118,261.7642,-.0025446,261.2489,.0061232,261.5341,-.0118478,260.9427,-.0278998,260.4144,.0238697,262.1182,.0102945,261.6714,-.0077683,261.0769,.1009806,264.6562,.0818385,264.0261,.0595613,263.2929,.1328907,265.7064,.1028838,264.7188,.0843157,264.1077,.1438331,266.0665,.1136503,265.0731,.0943354,264.4374,.1395364,265.9251,.0172074,261.899,-5.51e-06,261.3324,-.0136971,260.8818,.0333148,262.4291,.0215167,262.0408,.0044414,261.4788,.0115592,261.7131,-.0001956,261.3262,-.0188938,260.7108,.0155936,261.8459,.1074154,264.8679,.0885213,264.2461,.0688402,263.5983,.1082725,264.8961,.1193305,265.2601,.0213809,262.0363,.0112333,261.7023,-.006705,261.1119,.0255532,262.1736,.0051101,261.5008,.0939457,264.4246,.0152676,261.8351
2005,"Nebraska",267.456,0.000,0.00024,13.34252,-7.65e-09,.214898,.4875036,.0206545,.1137284,14.03845,.8362466,.0582103,.0821617,.0146654,.008716,0,.2100369,.0905309,.0081649,.2491499,.7493697,.0014803,.6955537,.2194209,.0748098,.0102156,.214898,267.4557,.0590388,262.326,.1558136,265.5111,.1776665,266.2303,.230708,267.976,.2307146,267.9763,.1807934,266.3332,.067188,262.5942,.0497029,262.0187,.0759043,262.8811,.0731391,262.7901,.0604128,262.3712,.1338886,264.7895,.1738526,266.1048,.1699456,265.9762,.1419539,265.0549,.1970093,266.8669,.1935649,266.7536,.1634683,265.763,.2411153,268.3186,.1969797,266.866,.1944173,266.7816,.058228,262.2993,.0812945,263.0585,.0783763,262.9624,.0683659,262.633,.0673252,262.5987,.0637799,262.482,.0521332,262.0987,.0852039,263.1871,.076991,262.9168,.0735373,262.8032,.1539801,265.4507,.148357,265.2657,.1309319,264.6922,.1826707,266.395,.1590759,265.6184,.1540296,265.4524,.207601,267.2155,.1812562,266.3484,.1771252,266.2125,.2060696,267.1651,.073223,262.7928,.0694869,262.6699,.0604003,262.3708,.0885599,263.2976,.0822852,263.0911,.0787339,262.9742,.0767193,262.9079,.0693403,262.665,.0652354,262.5299,.0856669,263.2024,.1632302,265.7552,.1489778,265.2861,.1431918,265.0957,.1667765,265.8719,.1904437,266.6508,.0806278,263.0365,.0750708,262.8536,.0708249,262.7139,.0890326,263.3131,.0780968,262.9532,.1569208,265.5475,.0819356,263.0796
2007,"Nebraska",267.031,0.000,0.00023,13.83872,-6.85e-08,.1853678,.4991059,.0218827,.0970475,14.01929,.8016322,.0710896,.0985302,.0167741,.0109884,.0009855,.2368616,.0821231,.000702,.2826619,.7144499,.0028881,.664642,.2392101,.088803,.0073449,.1853678,267.0309,.0551916,262.7464,.1425877,265.6229,.1496718,265.856,.1803594,266.866,.1946585,267.3366,.1556891,266.054,.0665412,263.12,.0427412,262.3367,.0513148,262.6188,.0630196,263.0041,.0528648,262.6699,.1200618,264.8815,.1400411,265.539,.1507883,265.8928,.1280782,265.1453,.1492493,265.8421,.1588335,266.1575,.1358675,265.4017,.1870612,267.0866,.1523149,265.943,.1634712,266.3102,.0544474,262.7219,.0603463,262.9161,.0719171,263.2969,.0637301,263.0275,.0411018,262.2827,.0505684,262.5943,.0412909,262.2889,.0570331,262.807,.0499303,262.5733,.0602549,262.9131,.1204986,264.8958,.1282035,265.1494,.1141321,264.6863,.1455756,265.7212,.126012,265.0773,.1348393,265.3678,.1559089,266.0613,.1354386,265.3875,.1436294,265.6571,.1580707,266.1324,.0504888,262.5916,.0598088,262.8984,.0524917,262.6576,.0642879,263.0458,.0585442,262.8568,.0687596,263.193,.0468413,262.4716,.040402,262.2597,.0486809,262.5321,.0553299,262.751,.1261192,265.0808,.1141826,264.688,.120885,264.9086,.1307221,265.2323,.1411777,265.5764,.0544364,262.7216,.0493573,262.5544,.0575078,262.8227,.062232,262.9781,.0458167,262.4379,.1189372,264.8445,.0530456,262.6758
2009,"Nebraska",267.068,0.000,0.00023,12.76976,-1.51e-08,.147594,.4859834,.0229889,.0926352,14.01283,.7713978,.0787564,.1172431,.0197802,.0128226,0,.2589199,.1022258,0,.2940903,.7040321,.0018776,.6549615,.2406996,.0977593,.0065796,.147594,267.0679,.0399548,263.5252,.1316145,266.5419,.113281,265.9385,.1370789,266.7218,.1546843,267.3012,.1213899,266.2054,.0624577,264.2658,.0237172,262.9908,.0303411,263.2088,.0459742,263.7233,.0362534,263.4034,.1072754,265.7409,.1215156,266.2095,.137167,266.7247,.1167519,266.0528,.107513,265.7487,.1201823,266.1657,.1008086,265.528,.1424689,266.8992,.1128241,265.9235,.1272067,266.3969,.0460971,263.7273,.0489747,263.8221,.0655029,264.366,.0580222,264.1198,.0172337,262.7774,.029747,263.1892,.0212032,262.908,.0350165,263.3626,.0280137,263.1322,.0418662,263.5881,.1007049,265.5246,.1125523,265.9146,.100527,265.5188,.1255316,266.3417,.1076105,265.7519,.1209459,266.1908,.1127913,265.9224,.0955584,265.3552,.1065876,265.7182,.1173963,266.074,.035849,263.39,.0490749,263.8253,.0428887,263.6217,.0515538,263.9069,.0460175,263.7247,.0607476,264.2095,.0218908,262.9306,.0158212,262.7309,.0268272,263.0931,.0323667,263.2755,.1046096,265.6531,.0941173,265.3078,.1046075,265.6531,.1108012,265.8569,.1000734,265.5038,.0383472,263.4723,.0338471,263.3242,.0455566,263.7095,.0483351,263.801,.0201533,262.8735,.0972374,265.4105,.0360874,263.3979
