FIPS,year,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,score_m1,score_m2,score_m3,score_m4,score_m5,score_m6,score_m7,score_m8,score_m9,score_m10,score_m11,score_m12,score_m13,score_m14,score_m15,score_m16,score_m17,score_m18,score_m19,score_m20,score_m21,score_m22,score_m23,score_m24,score_m25,score_m26,score_m27,score_m28,score_m29,score_m30,score_m31,score_m32,score_m33,score_m34,score_m35,score_m36,score_m37,score_m38,score_m39,score_m40,score_m41,score_m42,score_m43,score_m44,score_m45,score_m46,score_m47,score_m48,score_m49,score_m50,score_m51,score_m52,score_m53,score_m54,score_m55,score_m56,score_m57,score_m58,score_m59,score_m60,score_m61,score_m62,score_m63,score_m64
"Montana",2003,235.755,0.000,0.00011,8.79092,4.01e-08,.06579,.4839189,.0380028,.121771,10.08992,.8585745,.0059225,.0248694,.0056242,.1023988,.0026107,.2933965,.0898836,.047176,.2383949,.7582594,.0033457,235.7549,229.5763,234.4853,234.4915,235.976,236.4983,234.2956,230.8003,229.5994,229.6634,230.1727,229.371,233.7985,234.7299,235.0179,233.9008,234.7674,235.2421,233.8707,236.4849,234.5018,235.0159,230.7519,230.7926,231.2122,230.6161,229.6804,230.1825,229.4554,230.057,229.4747,229.9616,234.0754,234.349,233.6355,235.0417,234.1013,234.3984,235.2913,234.0985,234.5884,235.0057,230.7497,231.1618,230.626,231.0429,230.6228,231.0227,230.0706,229.5457,230.0321,229.8645,234.4124,233.8514,234.1428,234.4034,234.6067,231.0036,230.6314,231.0298,230.87,229.9318,234.1675,230.8815
"Montana",2005,240.575,0.000,0.00012,9.04243,2.62e-09,.1269984,.5034106,.0321312,.0980568,10.08364,.8455356,.0073095,.02412,.0123006,.1082261,.0025082,.2815826,.0836243,.025567,.2457549,.7517377,.0025074,240.5755,234.293,238.2867,239.1635,240.1773,241.1836,238.9196,234.8742,234.2576,233.7604,234.767,234.0657,237.5931,238.0127,238.7502,237.6709,238.8553,239.7749,238.4771,240.6292,238.5005,239.4848,234.8138,234.3356,235.2168,234.6921,233.7504,234.7216,234.1137,234.104,233.5542,234.5287,237.363,238.0697,237.4427,238.3023,237.3445,238.0871,239.3183,238.107,239.0405,238.9337,234.2994,235.1548,234.7033,234.5632,234.1694,235.0246,234.0911,233.6168,234.5661,233.8901,237.6751,237.1423,237.867,237.6169,238.5436,234.5303,234.1961,235.0335,234.3909,233.9495,237.4276,234.4202
"Montana",2007,243.619,0.000,0.00011,9.10297,-6.38e-10,.1647645,.4920118,.0414553,.1045936,10.06625,.8337947,.0112374,.0280691,.0106727,.1153773,.0008489,.300461,.0806707,.0211059,.2469083,.7506309,.0024608,243.6188,237.5381,241.7077,242.2283,243.4414,244.1752,242.0212,238.344,237.5778,237.206,237.9485,237.3181,240.9967,241.6179,242.1286,241.0996,242.13,242.7871,241.5576,243.8435,241.8263,242.541,238.3354,237.9763,238.6291,238.1588,237.2549,237.9788,237.4263,237.4969,237.0077,237.7243,240.9478,241.4275,240.8389,241.875,240.9611,241.4769,242.5407,241.4037,242.0758,242.2123,237.9806,238.619,238.2115,238.1627,237.8086,238.4393,237.5432,237.116,237.8224,237.2953,241.223,240.7241,241.2228,241.2018,241.7926,238.1699,237.8667,238.4899,237.9921,237.4007,240.9755,238.0525
"Montana",2009,244.401,0.000,0.00012,9.02784,-1.42e-08,.1915873,.4881052,.0290048,.1037066,10.06707,.827199,.0099856,.0318694,.0082905,.1226555,0,.2994609,.1095136,.0181726,.2395038,.7547455,.0057508,244.4008,238.3442,242.2737,242.7923,244.133,244.9612,242.8579,239.0373,238.2605,237.9083,238.7444,238.242,241.4491,242.1101,242.7061,241.7522,242.6188,243.3536,242.2312,244.5435,242.5559,243.3727,238.939,238.5813,239.3234,238.9602,237.8513,238.653,238.2236,238.1977,237.8146,238.6332,241.3341,241.8891,241.3957,242.3768,241.5243,242.1352,243.0364,241.9864,242.7449,242.9453,238.5086,239.224,238.9192,238.7717,238.5099,239.2385,238.1384,237.8148,238.6066,238.0982,241.6181,241.2012,241.7842,241.7721,242.3782,238.7016,238.4879,239.1958,238.6958,238.0959,241.459,238.6759
"Montana",2011,243.797,0.000,0.00011,9.37663,1.66e-09,.1323755,.4963111,.022408,.1043869,10.05787,.8220481,.0107157,.0351699,.0111231,.1087194,.0122239,.3358114,.0986512,0,.2611825,.7324457,.0063718,243.7966,237.4414,241.1445,241.7818,243.5396,244.334,242.0458,237.8923,237.1474,237.0272,237.8263,237.1828,240.1085,241.0094,241.5715,240.4893,241.6393,242.3168,241.0907,243.9331,241.7715,242.5435,237.6301,237.4745,238.1751,237.6817,236.7818,237.5274,236.9707,237.3053,236.7937,237.5665,240.0331,240.5375,239.932,241.2719,240.3047,240.8717,242.0358,240.8958,241.5884,242.1468,237.2543,237.912,237.4862,237.6614,237.2835,237.9616,237.0582,236.62,237.3487,237.0703,240.3084,239.7954,240.3176,240.5505,241.2724,237.4433,237.1222,237.7648,237.4684,236.8946,240.0487,237.3089
"Montana",2013,243.699,0.000,0.00011,21.97512,4.81e-10,.0893735,.4914914,.0348701,.1055206,10.05129,.7914715,.0077338,.040791,.0090013,.1294414,.021561,.3737502,.0873306,0,.2915386,.7007146,.0077468,243.6989,237.6097,241.4088,242.069,243.2428,244.2656,241.9512,238.2355,237.6357,236.9736,238.0045,237.4232,240.5832,241.0821,241.8454,240.782,241.7166,242.6366,241.3784,243.6691,241.4653,242.4695,238.2307,237.5981,238.5168,238.088,237.0226,238.0216,237.5244,237.2697,236.8046,237.8105,240.3088,241.0278,240.4639,241.3575,240.3919,241.1654,242.1509,240.9536,241.8955,241.8691,237.6147,238.5107,238.1485,237.7921,237.4634,238.362,237.316,236.9186,237.9021,237.0954,240.6026,240.1084,240.8534,240.6464,241.3602,237.8117,237.5374,238.4205,237.6531,237.2065,240.3738,237.7294
"Montana",2015,,,,,,,,.03,.11,,.79,.01,.05,.01,.11,.03,.39,.07,0,,,,241.287,235.1979,238.997,239.6572,240.8309,241.8537,239.5394,235.8237,235.2239,234.5618,235.5927,235.0114,238.1714,238.6703,239.4336,238.3702,239.3047,240.2248,238.9666,241.2573,239.0535,240.0576,235.8189,235.1862,236.105,235.6761,234.6107,235.6097,235.1125,234.8578,234.3927,235.3987,237.8969,238.6159,238.052,238.9457,237.9801,238.7536,239.7391,238.5418,239.4837,239.4573,235.2029,236.0988,235.7367,235.3803,235.0516,235.9502,234.9041,234.5068,235.4903,234.6835,238.1908,237.6966,238.4415,238.2346,238.9484,235.3998,235.1255,236.0087,235.2413,234.7946,237.9619,235.3176
"Nebraska",1992,225.333,0.000,0.00000,390.27017,-.4957663,.2629279,.4923227,.0053047,.0853866,10.04735,.841194,.0597017,.0704447,.0089878,.0181676,.0015043,,,,.0309005,.9242169,.0448827,225.3327,221.1146,,224.7671,226.0842,225.4782,225.0643,,221.3409,221.8373,221.2344,221.4966,,,,,225.5142,224.9119,224.8526,226.1402,225.7577,225.1665,,,,,222.0098,221.4554,221.668,221.8803,222.1704,221.5983,,,,,,,225.568,225.532,224.9547,225.7859,,,,,,,222.052,222.2966,221.7654,222.204,,,,,225.5598,,,,,222.3296,,
"Nebraska",1996,228.538,0.000,0.00031,9.96951,1.65e-08,.2063905,.4913481,.0094334,.0886874,10.03368,.8242536,.0552147,.0852833,.009077,.0248769,.0012945,.2039266,.0897036,.0701628,.0324048,.9265271,.0410681,228.5381,224.6205,226.7012,227.8456,229.3524,229.1429,227.9831,224.7234,224.7123,225.3984,225.1395,224.7549,226.4266,227.498,227.1514,226.5661,228.6593,228.4587,227.6889,229.7275,228.7728,228.5692,224.8034,225.4421,225.1218,224.815,225.4488,225.2189,224.8147,225.7049,225.5168,225.2572,227.2211,226.8997,226.453,227.7393,227.3322,227.0011,229.047,228.4665,228.2726,229.1422,225.4899,225.1997,224.8713,225.6576,225.5231,225.2034,225.7526,225.5405,225.3055,225.8139,227.4864,227.2083,226.8979,227.5728,228.8391,225.7088,225.5505,225.2568,225.7336,225.8348,227.4609,225.7635
"Nebraska",2000,225.945,0.001,0.00065,10.17528,3.84e-10,.0499816,.511367,.0125889,.1024954,10.01607,.7526382,.0521202,.1359769,.0159586,.043306,0,.2529505,.0857589,.010425,.0592632,.870567,.0701698,225.9453,222.0256,224.0069,224.9464,227.1305,226.5158,225.5933,222.0165,221.7041,223.1646,222.5204,222.2227,223.544,225.1401,224.4293,223.9882,226.1301,225.5222,224.9532,227.4585,226.7427,226.1477,221.7461,223.0804,222.3941,222.165,222.8318,222.1918,221.8815,223.4365,223.3297,222.6996,224.678,223.9827,223.6417,225.3521,225.0862,224.4003,226.4658,226.1001,225.5064,227.0661,222.8043,222.1224,221.877,223.2707,223.2045,222.5317,223.1022,222.9831,222.3523,223.5921,224.9068,224.7384,224.0603,225.2993,226.425,222.9966,222.9148,222.2421,223.3897,223.2442,224.9593,223.1015
"Nebraska",2003,236.254,0.000,0.00022,8.95939,-3.81e-09,.0840141,.4880605,.0419801,.1430701,10.02782,.8008519,.0707925,.0897702,.0135733,.0235191,.0014931,.2653993,.0923126,.0237231,.2361184,.7582989,.0055827,236.2541,231.7069,234.175,235.08,236.9496,236.5074,235.2731,231.843,231.5231,232.3518,231.9084,231.6876,233.6138,234.8745,234.3962,233.8806,235.8047,235.3306,234.7647,237.0848,235.9362,235.4869,231.6837,232.4347,231.9948,231.8427,232.1618,231.7224,231.5452,232.4533,232.3188,231.8794,234.3288,233.8353,233.6151,234.9815,234.5323,234.0664,235.9366,235.4362,234.9787,236.0465,232.2733,231.8351,231.7169,232.5052,232.4213,231.9864,232.2629,232.1676,231.7347,232.4149,234.4381,234.2707,233.8025,234.6221,235.5462,232.3443,232.2908,231.86,232.4876,232.2633,234.3624,232.3575
"Nebraska",2005,237.706,0.000,0.00021,9.14361,-1.49e-09,.0220948,.5024953,.0675034,.1588654,10.00959,.7513765,.0823233,.127097,.0173138,.0195384,.0023511,.2650577,.1315998,.0028411,.2621461,.7323815,.0054725,237.7062,233.9749,235.5278,237.0887,238.6624,237.7297,236.9304,233.8003,234.0617,234.887,233.9765,233.9825,235.3352,236.4636,235.6009,235.3203,238.0341,237.1085,236.8141,238.6201,237.8549,236.9127,233.9001,234.6648,233.8155,233.8228,234.9274,234.0621,234.0923,234.8413,234.8752,233.9761,236.2612,235.4082,235.3467,236.4724,236.2149,235.3613,237.984,237.7083,236.7968,237.7821,234.7256,233.915,233.9408,234.6425,234.6696,233.8313,234.882,234.9382,234.0847,234.8253,236.2671,236.2163,235.3891,236.2048,237.6342,234.703,234.7475,233.9489,234.6439,234.8886,236.2057,234.7216
"Nebraska",2007,238.041,0.000,0.00021,9.25348,1.59e-09,-.0370256,.4800758,.0724941,.1474709,10.01308,.7546278,.0737245,.1389627,.0120545,.0202683,.0003622,.2944586,.094353,.0021566,.2661351,.7286298,.005235,238.0408,234.2341,236.0445,237.3475,238.8185,238.1776,237.3363,234.2137,234.2967,234.9592,234.3235,234.3423,235.7829,236.8141,236.1858,235.8954,238.1261,237.4824,237.1531,238.8668,238.0735,237.4309,234.2761,234.8921,234.2864,234.3165,234.9856,234.3833,234.4127,234.9817,235.0414,234.4198,236.5502,235.927,235.8599,236.8703,236.6154,236.0032,238.1707,237.8725,237.2476,238.0935,234.9255,234.3482,234.3859,234.9114,234.9722,234.3803,235.0078,235.0768,234.4876,235.0574,236.608,236.5643,235.9701,236.6539,237.892,234.9452,235.013,234.4492,234.9871,235.0927,236.6043,235.0282
"Nebraska",2009,238.748,0.000,0.00021,9.22727,-2.09e-09,-.0124484,.4920461,.064854,.1593978,10.00672,.7307896,.0748108,.1560694,.021846,.0164842,0,.3135129,.1084313,.0003614,.2886132,.7041082,.0072785,238.7485,235.0705,236.8274,237.9451,239.7212,238.8325,237.9676,235.0429,234.9847,235.9991,235.123,235.0399,236.4924,237.769,236.9335,236.5969,238.9158,238.0255,237.6671,239.7205,238.9149,238.0181,234.9839,235.9118,235.0895,235.0326,235.885,235.037,234.9808,235.9866,235.9544,235.0875,237.432,236.5971,236.479,237.7976,237.5025,236.675,238.9078,238.5962,237.7181,238.8895,235.8307,235.0303,234.9939,235.9083,235.8884,235.0746,235.8728,235.8663,235.0282,235.9395,237.4574,237.3706,236.5577,237.5151,238.5695,235.8269,235.8266,235.0358,235.8827,235.8518,237.3823,235.8206
"Nebraska",2011,239.803,0.000,0.00020,9.46384,4.78e-10,-.0110871,.4970107,.0769998,.1544025,9.984829,.6987184,.0779347,.1590624,.023175,.0112586,.0298509,.3426715,.091171,.0003317,.297999,.6981883,.0038127,239.8033,236.1776,237.2165,239.0146,240.6603,239.7642,238.9027,235.6972,236.1847,236.9983,236.1257,236.1532,236.9466,238.0787,237.2569,236.9722,239.8739,238.9693,238.6915,240.5801,239.7259,238.8152,235.7433,236.498,235.6833,235.7075,236.9714,236.1339,236.1958,236.9217,236.955,236.0926,237.8049,236.9828,236.9485,238.0706,237.7891,236.9754,239.7827,239.4954,238.6051,239.6096,236.5128,235.7293,235.7793,236.4603,236.4893,235.6856,236.8954,236.9619,236.136,236.8735,237.7904,237.7464,236.9516,237.7586,239.377,236.4746,236.5282,235.7573,236.4474,236.8811,237.7136,236.4859
"Nebraska",2013,243.158,0.000,0.00021,22.55068,-1.15e-08,.0701782,.4874193,.0687141,.1539002,9.972914,.6952664,.0630678,.1745386,.0215448,.0122132,.0333691,.3546592,.097038,.0009644,.3056095,.6891736,.0052169,243.1579,239.279,240.5441,242.2882,243.7794,243.106,242.3147,238.8655,239.226,239.8647,239.2155,239.3138,240.2273,241.1958,240.5779,240.345,242.9266,242.2292,242.0241,243.7047,242.8979,242.2111,238.8595,239.4426,238.8412,238.924,239.7937,239.1644,239.2894,239.7924,239.8778,239.2395,240.8822,240.2553,240.271,241.1916,240.9477,240.3399,242.8405,242.6037,241.9219,242.7856,239.4183,238.8353,238.9381,239.4068,239.4798,238.8904,239.7221,239.8342,239.2171,239.7993,240.8714,240.8639,240.2648,240.9205,242.4892,239.3819,239.4745,238.9047,239.439,239.7566,240.8342,239.4333
"Nebraska",2015,,,,,,,,.07,.16,,.69,.07,.17,.02,.01,.04,.36,.09,.01,,,,243.8637,239.9847,241.2498,242.9939,244.4852,243.8117,243.0204,239.5713,239.9317,240.5705,239.9212,240.0195,240.9331,241.9015,241.2836,241.0508,243.6323,242.9349,242.7299,244.4104,243.6037,242.9168,239.5653,240.1483,239.547,239.6297,240.4995,239.8702,239.9952,240.4981,240.5835,239.9453,241.5879,240.961,240.9767,241.8973,241.6534,241.0457,243.5462,243.3094,242.6276,243.4913,240.1241,239.5411,239.6438,240.1125,240.1855,239.5962,240.4279,240.54,239.9228,240.5051,241.5771,241.5696,240.9705,241.6262,243.1949,240.0876,240.1803,239.6105,240.1448,240.4623,241.5399,240.139
"Nevada",1996,218.215,0.000,0.00031,10.89138,-4.65e-09,-.1409267,.4935445,.0375547,.0432345,9.916121,.608181,.0805675,.2198881,.0415954,.0458092,.0039589,.1108358,.0309338,.5774473,.0662578,.8683262,.065416,218.2146,218.1494,216.755,218.1537,218.0165,217.8915,218.474,216.9478,217.6429,217.9663,217.8983,218.0928,216.8405,216.6359,216.6739,216.9337,217.9675,217.8233,218.2779,217.8016,218.2908,218.1639,216.6398,216.8495,216.8945,216.9876,217.5221,217.4033,217.6282,217.8082,217.9168,217.8527,216.7194,216.7562,216.9276,216.5916,216.8229,216.8699,217.7414,218.1163,217.97,218.08,216.5781,216.5875,216.706,216.8208,216.8813,216.9385,217.3664,217.5103,217.399,217.7652,216.6712,216.8201,216.862,216.7876,217.9027,216.5481,216.634,216.6581,216.8553,217.3612,216.7827,216.6071
"Nevada",2000,220.275,0.000,0.00043,10.69161,2.54e-10,-.1428463,.4923947,.0622797,.0433103,9.9012,.5383703,.0963298,.2739502,.0575256,.0316701,.002154,.2497914,.0894475,.021619,.0772872,.8324602,.0902526,220.2749,220.1486,218.3873,220.392,220.1417,219.9387,220.5515,218.7557,219.6321,220.0606,219.9136,219.9834,218.6247,218.336,218.2072,218.503,220.2587,220.0494,220.4392,219.9136,220.4487,220.2339,218.4056,218.7749,218.6346,218.6434,219.6036,219.4082,219.5057,219.9083,219.9135,219.7593,218.5615,218.4388,218.5484,218.2294,218.4936,218.3508,220.0202,220.3487,220.1236,220.2274,218.4621,218.2859,218.3112,218.7007,218.6751,218.5287,219.4536,219.4911,219.2923,219.7671,218.4464,218.5357,218.3927,218.3991,220.1246,218.3858,218.3783,218.1984,218.6041,219.3473,218.4364,218.3058
"Nevada",2003,227.514,0.000,0.00027,9.26318,-2.59e-08,-.235077,.4838552,.1499754,.1084276,9.931265,.5306417,.0968428,.2963574,.0535041,.0226541,0,.3406072,.0825643,.0262904,.3763777,.6192937,.0043286,227.5136,227.9145,227.1508,228.7651,227.4374,227.0048,228.2882,227.3413,228.0802,227.8831,227.5274,227.9495,227.9708,227.0957,226.8219,227.4391,228.6282,228.254,228.9792,227.0845,228.2402,227.7991,227.5162,227.3532,227.0695,227.3528,228.0321,227.6995,228.0833,227.6263,227.9247,227.5712,227.8721,227.641,227.9664,226.8996,227.4303,227.14,228.2681,228.884,228.4908,227.892,227.5088,227.2453,227.5002,227.1878,227.372,227.0885,227.7771,228.0446,227.7115,227.6728,227.6672,227.9169,227.666,227.2442,228.5341,227.3414,227.5026,227.2372,227.2104,227.7947,227.7263,227.3394
"Nevada",2005,229.872,0.000,0.00031,9.85717,-3.31e-09,-.2643421,.4873843,.1586135,.1010518,9.923026,.4550173,.1208186,.333788,.0760528,.0143233,0,.4236517,.0264199,.0046106,.3944264,.6012356,.0043381,229.8716,231.2758,230.1077,231.3004,229.5401,229.2119,230.8123,230.7024,231.3528,231.0186,230.7793,231.3053,230.9785,229.8027,229.6534,230.4562,230.9105,230.6365,231.5938,229.0968,230.5074,230.1696,230.7857,230.5034,230.3354,230.7192,231.0977,230.8662,231.3683,230.7004,231.0522,230.815,230.6324,230.5162,231.0045,229.5404,230.1984,230.03,230.457,231.2462,230.9525,230.0658,230.5842,230.4203,230.7889,230.288,230.5244,230.3572,230.782,231.1181,230.8879,230.7372,230.3544,230.7108,230.5739,229.943,230.802,230.3658,230.5927,230.4292,230.3112,230.8058,230.4473,230.3772
"Nevada",2007,231.782,0.000,0.00024,9.87959,-2.64e-09,-.263459,.4963525,.2122903,.1131553,9.920071,.4275868,.0837052,.4007724,.0733609,.0130896,.0014851,.3835178,.0699155,.0317253,.4003853,.5953285,.0042862,231.7816,233.4997,231.8192,234.2281,231.7949,231.1842,233.207,232.6562,234.0302,233.6001,233.0754,233.5838,233.3596,231.8299,231.4249,232.3572,234.1156,233.6347,234.6228,231.3742,233.262,232.6562,233.1581,232.8102,232.3705,232.7088,234.0691,233.6089,234.0489,233.3118,233.687,233.1724,233.2857,232.9783,233.3865,231.5919,232.4406,232.0203,233.6943,234.5748,234.0712,232.8629,233.2528,232.8727,233.157,232.6311,232.8671,232.4341,233.7821,234.0969,233.6406,233.4065,233.0472,233.388,233.0534,232.2273,234.1754,233.0725,233.261,232.8828,232.6941,233.8177,233.1742,233.087
"Nevada",2009,235.152,0.000,0.00031,9.77431,9.61e-09,-.1422632,.5007344,.2001198,.0988319,9.931689,.4177108,.1007121,.3884181,.0830804,.0100786,0,.3386654,.0736875,.0110046,.3720573,.624091,.0038517,235.1523,236.805,233.4331,237.387,234.776,234.6441,236.5263,234.8265,237.3058,236.5176,236.4555,236.9528,234.9897,233.158,233.1374,234.0526,236.913,236.8834,237.8189,234.442,236.1805,236.0564,235.371,234.7013,234.6449,234.9581,236.9758,236.958,237.3875,236.2991,236.6643,236.6104,234.6353,234.714,235.092,232.9901,233.842,233.8143,236.5812,237.3956,237.3481,235.8655,235.191,235.1891,235.4407,234.5957,234.8314,234.7832,236.7579,237.0623,237.0471,236.45,234.476,234.8062,234.8603,233.7019,237.0811,235.0853,235.2651,235.2655,234.7296,236.8488,234.67,235.1631
"Nevada",2011,237.032,0.000,0.00028,9.77153,1.08e-08,-.1106506,.4895099,.2695858,.0875925,9.915604,.362623,.0971709,.4233631,.0709162,.0145848,.0313419,.4944804,.0749094,.0015466,.4062037,.5898129,.0039833,237.0319,239.4756,237.9299,240.5687,236.4008,236.4464,238.4035,239.0309,240.8887,238.932,239.0502,239.5731,240.0873,237.3306,237.5199,238.4248,239.7845,239.9949,240.8268,236.0281,237.8102,237.858,240.2565,238.5565,238.7248,239.0912,240.2141,240.4559,240.8991,238.6759,239.0349,239.1561,239.3829,239.705,240.099,237.106,237.8906,238.0629,239.4231,240.086,240.2779,237.4571,239.6652,239.9491,240.2545,238.388,238.6234,238.7928,239.957,240.2358,240.4749,238.7835,239.1712,239.4487,239.7483,237.6863,239.7363,239.4976,239.6739,239.9544,238.4589,239.9832,239.2519,239.5101
"Nevada",2013,236.263,0.000,0.00031,22.68004,-8.06e-09,-.1744855,.489807,.2242062,.1168821,9.921364,.3614454,.0974772,.4072026,.0685371,.0087332,.0566045,.6047472,.0081428,.0006949,.3985671,.5964445,.0049884,236.2629,238.2188,238.5086,238.8855,236.0598,235.8041,237.3142,238.8351,239.1359,238.0985,237.9032,238.2225,239.962,238.2456,238.1415,238.8089,238.5572,238.4349,239.0666,235.7498,237.1465,236.8932,239.5581,238.6776,238.5571,238.8102,238.9211,238.8164,239.0925,237.894,238.1072,237.9158,239.6251,239.6076,239.9191,238.0343,238.5992,238.4773,238.2537,238.7814,238.6432,236.8551,239.3277,239.2799,239.5063,238.5147,238.6598,238.5396,238.7163,238.8859,238.7817,237.9079,239.4151,239.6286,239.5925,238.4008,238.492,239.1643,239.2842,239.2353,238.5006,238.6861,239.4317,239.1247
"Nevada",2015,,,,,,,,.25,.09,,.32,.11,.45,.06,.01,.05,.59,0,.01,,,,233.827,235.783,236.0727,236.4496,233.6239,233.3682,234.8783,236.3992,236.7,235.6626,235.4673,235.7866,237.5261,235.8097,235.7056,236.373,236.1213,235.999,236.6307,233.3139,234.7107,234.4573,237.1223,236.2417,236.1212,236.3743,236.4853,236.3805,236.6566,235.4581,235.6714,235.4799,237.1893,237.1717,237.4832,235.5984,236.1633,236.0414,235.8179,236.3455,236.2074,234.4192,236.8918,236.844,237.0704,236.0788,236.2239,236.1037,236.2804,236.45,236.3458,235.472,236.9793,237.1928,237.1566,235.9649,236.0561,236.7284,236.8483,236.7994,236.0647,236.2502,236.9958,236.6888
"New Hampshire",1992,229.665,0.000,0.00000,353.44073,.2737257,.4042721,.4971719,.0027483,.082661,10.14179,.8892463,.0124553,.0516725,.0106418,.0251098,.0108742,,,,.0112888,.9584966,.0302146,229.6646,223.9663,,229.0416,230.3554,230.5555,229.1232,,224.247,224.6314,224.7629,223.9653,,,,,229.7336,229.9473,228.7838,230.9391,229.8174,230.0346,,,,,224.8548,225.023,224.1925,225.129,224.6357,224.7617,,,,,,,230.3413,229.4731,229.6912,230.4268,,,,,,,225.3477,224.8118,224.969,225.1342,,,,,230.0881,,,,,225.3054,,
"New Hampshire",2003,243.110,0.000,0.00015,8.58942,1.65e-09,.3343084,.479671,.0205693,.1605193,9.958106,.9396049,.016197,.0260992,.0129013,.003117,.0020806,.1232645,.0507325,.0632911,.1586907,.8360832,.0052261,243.1101,235.3647,237.2546,241.4552,244.1943,242.8132,241.7278,233.9608,235.2921,236.4075,235.0986,235.2933,236.7038,238.4415,237.2033,236.9123,242.5759,241.1405,240.9595,243.9188,242.7803,241.3646,233.9824,235.033,233.8216,233.9431,236.3006,235.0327,235.25,236.1766,236.3258,235.0313,237.8951,236.6351,236.6651,238.3659,238.0529,236.8184,242.2721,242.0226,240.6002,242.451,235.0172,233.8439,233.9793,234.9094,235.0021,233.8051,236.0718,236.2472,234.9942,236.0977,237.7996,237.7957,236.5657,237.949,241.6873,234.8916,235.0004,233.8421,234.8794,236.0214,237.6827,234.8762
"New Hampshire",2005,245.626,0.000,0.00017,9.01165,-9.78e-11,.3116453,.4888207,.0226429,.1826921,9.943486,.9370861,.0172216,.0243993,.0168302,.003656,.0008069,.1458401,.0598957,.0196004,.1675476,.8268081,.0056443,245.6259,237.6492,239.6543,244.0008,247.1129,245.1278,244.2486,236.2705,237.6892,239.0862,237.2012,237.584,239.1351,241.206,239.4656,239.3209,245.505,243.4809,243.5038,246.6712,245.7008,243.6799,236.3861,237.7098,235.9854,236.2536,239.0636,237.2504,237.6449,238.7136,239.0047,237.1458,240.6816,238.9207,239.0965,241.0339,240.8255,239.0876,245.0267,244.9483,242.94,245.1979,237.7658,236.1022,236.3775,237.4842,237.6758,235.9741,238.6943,239.0037,237.2155,238.6389,240.4782,240.58,238.8544,240.6202,244.4375,237.537,237.7404,236.0994,237.4536,238.6413,240.3602,237.5159
