FIPS,year,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,score_m1,score_m2,score_m3,score_m4,score_m5,score_m6,score_m7,score_m8,score_m9,score_m10,score_m11,score_m12,score_m13,score_m14,score_m15,score_m16,score_m17,score_m18,score_m19,score_m20,score_m21,score_m22,score_m23,score_m24,score_m25,score_m26,score_m27,score_m28,score_m29,score_m30,score_m31,score_m32,score_m33,score_m34,score_m35,score_m36,score_m37,score_m38,score_m39,score_m40,score_m41,score_m42,score_m43,score_m44,score_m45,score_m46,score_m47,score_m48,score_m49,score_m50,score_m51,score_m52,score_m53,score_m54,score_m55,score_m56,score_m57,score_m58,score_m59,score_m60,score_m61,score_m62,score_m63,score_m64
"Michigan",2015,,,,,,,,.05,.12,,.72,.15,.06,.04,.01,.03,.41,.06,0,,,,235.7289,233.0576,236.0117,235.1192,235.5167,235.1693,234.9943,234.3156,233.7652,232.7851,232.4923,233.1533,235.5982,235.8116,235.628,235.7485,234.9476,234.5435,234.8705,235.1364,234.7543,234.378,234.8308,233.9704,233.822,234.368,233.4271,233.2039,233.8163,232.4218,232.8755,232.5986,235.425,235.1785,235.6131,235.5879,235.503,235.3124,234.5431,234.6493,234.2578,234.3273,234.4413,234.3385,234.8608,233.6835,234.0213,233.8831,233.0652,233.4763,233.2655,232.5186,235.1665,235.3843,235.1639,235.2409,234.2173,234.1515,234.4711,234.3775,233.7388,233.1209,235.106,234.1864
"Minnesota",1992,228.494,0.000,0.00000,385.27982,.2401535,.3660652,.4973857,.017827,.0430259,10.09163,.8544297,.0259223,.0729307,.0236831,.0194204,.0036139,,,,.0291738,.9421166,.0287096,228.4936,223.4098,,228.2093,228.3016,228.9886,228.1632,,223.781,223.2188,223.8722,223.5724,,,,,228.0403,228.713,228.1163,228.6613,227.9535,228.6509,,,,,223.5575,224.229,223.8919,223.5372,223.3729,224.0259,,,,,,,228.416,227.9187,228.6016,228.3174,,,,,,,223.8724,223.6651,224.3318,223.6866,,,,,228.2865,,,,,223.975,,
"Minnesota",1996,232.629,0.001,0.00089,9.38344,4.37e-08,.3440304,.4947816,.0163676,.0604885,10.03601,.8404245,.0415238,.0590641,.0342566,.0235059,.0012251,.1369123,.0687074,.1149143,.0172477,.9351265,.0476258,232.6293,227.6742,229.1708,232.0925,232.8155,233.2525,232.5735,226.933,227.9746,227.8495,228.2424,228.2314,229.1288,229.4639,229.6789,229.5465,232.298,232.7254,232.4026,233.2421,232.6766,233.1735,227.2397,227.1491,227.4113,227.4558,228.1103,228.5268,228.4933,228.2198,228.337,228.7783,229.4179,229.6695,229.6134,229.7591,229.7607,230.0447,232.7415,232.5135,232.9998,233.1007,227.4156,227.7149,227.7308,227.4314,227.6085,227.9206,228.4767,228.5659,229.0252,228.6975,229.7481,229.8169,230.1254,230.0627,232.9418,227.703,227.8484,228.1916,227.8858,228.9225,230.1366,228.1296
"Minnesota",2000,235.271,0.002,0.00153,9.17978,9.24e-10,.3671031,.5077593,.0335959,.0796012,9.998369,.7900052,.0607842,.0795916,.0459008,.0218929,.0018253,.1693199,.0984652,.0197288,.0324046,.9074895,.0601058,235.2709,229.8972,231.5331,234.7438,235.9461,235.7016,234.8996,229.1126,230.2663,230.562,230.303,230.1992,231.5236,232.2741,231.9097,231.6272,235.416,235.1801,234.7408,236.2073,235.5253,235.3,229.4784,229.7903,229.4595,229.3727,230.8642,230.6588,230.5164,230.7988,230.8248,230.5867,232.2491,231.925,231.7152,232.4732,232.3215,231.9899,235.6857,235.3516,235.1395,235.7721,230.0943,229.8227,229.695,229.976,230.0175,229.7083,231.0982,231.0827,230.8916,231.052,232.472,232.3849,232.0885,232.5199,235.6006,230.2838,230.2837,230.0273,230.1982,231.3072,232.5953,230.4673
"Minnesota",2003,241.912,0.001,0.00051,8.69705,1.96e-08,.2905785,.4679146,.0527397,.1173164,10.02929,.8140398,.0801672,.0375717,.052721,.0155004,0,.1934156,.0804932,0,.2157779,.7808309,.0033913,241.9123,236.2135,237.7503,240.9799,242.0341,242.1772,240.8976,235.2527,236.4451,236.316,236.4639,236.1857,237.5162,238.0109,238.0233,237.5044,241.144,241.2441,240.6079,242.2128,240.9935,241.1213,235.5055,235.4183,235.484,235.2517,236.5184,236.6873,236.4343,236.4779,236.2859,236.4263,237.784,237.8013,237.5038,238.1657,237.7284,237.7499,241.3239,240.7204,240.8312,241.1479,235.6384,235.7351,235.5142,235.5526,235.4131,235.4752,236.6784,236.5033,236.6667,236.4418,237.9531,237.7221,237.7558,237.8725,240.8756,235.7754,235.6416,235.7353,235.5432,236.6571,237.8743,235.7738
"Minnesota",2005,245.746,0.001,0.00063,9.29479,8.33e-08,.3160423,.4950693,.0683517,.1124265,10.01308,.7896445,.0882388,.0557391,.0471166,.019261,0,.2715167,.0163711,0,.2005494,.7921041,.0073465,245.7462,240.5301,242.0995,245.1477,245.6681,245.7974,244.7563,239.7594,241.0049,240.4231,240.5755,240.5259,242.0206,242.1633,242.2106,241.8751,245.1037,245.1959,244.7749,245.7088,244.6454,244.7593,240.1898,239.7147,239.8165,239.7872,240.8508,241.0437,241.0188,240.4589,240.412,240.5651,242.0873,242.1371,242.0449,242.2278,241.8941,241.9515,245.1415,244.6673,244.7778,244.6548,240.1001,240.2457,240.2315,239.7511,239.7335,239.8387,240.8852,240.855,241.051,240.444,242.1582,242.0502,242.1254,241.9409,244.6768,240.1382,240.1307,240.2813,239.7668,240.8855,242.1017,240.1654
"Minnesota",2007,246.998,0.001,0.00056,9.27805,-3.48e-08,.2870016,.4767709,.0764659,.1178283,10.00751,.7781028,.078852,.0656493,.0526383,.0243988,.0003589,.2786273,.0196454,.00034,.2149669,.7816874,.0033458,246.9978,241.706,243.5613,246.3936,247.1152,247.0905,245.998,241.0986,242.1711,241.7879,241.7882,241.7055,243.4635,243.7926,243.6979,243.3208,246.5368,246.4842,246.0121,247.1732,246.0824,246.0415,241.5152,241.2183,241.1798,241.1228,242.1993,242.246,242.1842,241.8385,241.7796,241.7791,243.6952,243.6067,243.4787,243.8663,243.5066,243.421,246.5925,246.092,246.0553,246.1082,241.586,241.5951,241.5507,241.2633,241.2335,241.1969,242.2485,242.2028,242.2504,241.8251,243.7758,243.6474,243.5834,243.5616,246.118,241.6328,241.6108,241.6229,241.2746,242.2466,243.7073,241.6534
"Minnesota",2009,249.456,0.001,0.00060,9.18824,1.38e-08,.3740542,.4896131,.0767728,.130419,10.01994,.7557269,.0926898,.0710729,.0613537,.0191567,0,.3036008,.0112287,.000744,.2160813,.779954,.0039647,249.4555,244.3626,245.9401,248.9199,249.7828,249.644,248.4917,243.6344,244.9058,244.6573,244.5307,244.3626,245.8901,246.3629,246.1415,245.7185,249.2601,249.1087,248.5457,249.8951,248.7858,248.6365,244.1217,243.961,243.786,243.6613,245.1297,245.0638,244.9119,244.7543,244.6474,244.5223,246.3064,246.1037,245.9075,246.4684,246.0968,245.8881,249.3734,248.8237,248.6896,248.8707,244.385,244.2714,244.1534,244.0411,243.9769,243.8059,245.2248,245.1251,245.0614,244.7397,246.4237,246.2615,246.0839,246.1875,248.9096,244.4675,244.4049,244.2955,244.0535,245.2152,246.3593,244.4834
"Minnesota",2011,249.187,0.001,0.00058,9.56880,-1.68e-08,.3260167,.4998102,.0964217,.1349565,10.01106,.7287461,.0922857,.0885705,.0525973,.0214079,.0163925,.3687663,.0109249,.0012711,.2367273,.7583785,.0048942,249.1867,244.4363,246.1241,248.8342,249.6106,249.3546,248.229,243.942,245.136,244.8172,244.5732,244.421,246.1536,246.6169,246.3035,245.8658,249.2573,249.0033,248.422,249.7025,248.6239,248.3561,244.5514,244.3323,244.062,243.9421,245.4258,245.2617,245.1144,244.8891,244.794,244.5517,246.634,246.3456,246.1295,246.7064,246.3176,246.0139,249.3508,248.7868,248.548,248.6895,244.8631,244.6695,244.5491,244.3909,244.3243,244.0573,245.4955,245.3966,245.2338,244.8624,246.7348,246.5493,246.2847,246.392,248.8536,244.9242,244.8524,244.6615,244.3805,245.4626,246.6307,244.9105
"Minnesota",2013,253.421,0.001,0.00060,21.90086,2.74e-08,.4343524,.4922243,.0838945,.1317557,9.997387,.7211689,.0926218,.0752364,.0731459,.0101835,.0276435,.3541614,.0077637,.0002662,.212727,.780957,.006316,253.421,247.9671,249.5456,252.8922,253.5492,253.5622,252.4425,247.1194,248.6669,248.0765,248.1054,247.9419,249.5332,249.8026,249.7266,249.311,253.0418,253.0328,252.4862,253.6406,252.5441,252.5434,247.7505,247.2821,247.2559,247.121,248.6961,248.794,248.6347,248.1632,248.0474,248.0765,249.7853,249.7259,249.5171,249.902,249.5303,249.4642,253.1332,252.5804,252.5865,252.6099,247.8397,247.8848,247.7464,247.359,247.2779,247.2541,248.7806,248.6597,248.7579,248.132,249.8965,249.7149,249.6769,249.6171,252.6471,247.9194,247.8296,247.8766,247.3532,248.7419,249.8088,247.9071
"Minnesota",2015,,,,,,,,.09,.13,,.68,.1,.09,.06,.02,.05,.39,.01,0,,,,249.5759,244.122,245.7005,249.0471,249.7041,249.7171,248.5974,243.2743,244.8218,244.2314,244.2603,244.0968,245.6881,245.9575,245.8815,245.4659,249.1967,249.1877,248.6411,249.7955,248.6989,248.6983,243.9054,243.437,243.4108,243.2759,244.851,244.9489,244.7896,244.3181,244.2023,244.2314,245.9402,245.8808,245.672,246.0569,245.6852,245.6191,249.2881,248.7353,248.7414,248.7648,243.9946,244.0397,243.9013,243.5139,243.4328,243.409,244.9355,244.8146,244.9128,244.2869,246.0514,245.8698,245.8318,245.772,248.802,244.0743,243.9845,244.0314,243.5081,244.8968,245.9637,244.062
"Mississippi",1992,201.828,0.000,0.00000,498.77728,.0661658,-.5039864,.483106,.0017212,.0186955,10.19377,.4040249,.5206892,.0583667,.0061344,.0103962,.0003885,,,,.1484375,.7512378,.1003247,201.8283,209.6042,,201.1822,201.0943,203.1295,201.4665,,209.8548,208.7621,210.5521,209.9424,,,,,200.5139,202.5068,201.3124,202.0541,200.6558,202.736,,,,,209.0197,210.7791,210.193,209.4378,209.0611,210.8405,,,,,,,201.517,200.5465,202.5756,201.6201,,,,,,,209.6891,209.3183,211.0687,209.707,,,,,201.5211,,,,,209.9577,,
"Mississippi",1996,210.381,0.001,0.00050,10.58572,-5.27e-08,-.404482,.4952732,0,.031056,10.16051,.4934358,.4204239,.0499764,.0113891,.0244117,.000363,.5111318,.0739289,.0546988,.1379696,.7753733,.0866571,210.3807,215.5059,215.7122,209.4764,209.9114,211.9866,209.845,217.8879,215.6441,214.9297,216.7538,215.7188,214.6901,215.0966,216.6503,215.4012,209.0742,211.1104,209.4574,211.069,209.3267,211.4408,217.8609,217.1794,218.7415,218.0228,215.0762,216.8632,215.8475,215.792,215.1262,216.9227,214.1438,215.6644,214.8055,215.6852,214.7104,216.2957,210.2828,208.9882,211.0457,210.5064,217.1785,218.7103,218.006,217.7233,217.3053,218.8468,215.9309,215.2638,217.0239,215.962,214.7854,214.1785,215.716,215.2954,210.1798,217.7306,217.3133,218.8245,217.833,216.0917,214.79,217.8472
"Mississippi",2000,210.970,0.001,0.00056,10.50048,3.34e-10,-.4592524,.5169572,.0007568,.0163078,10.15153,.4552607,.4415393,.0776661,.0082648,.0164348,.0008342,.5075499,.0725671,.0410323,.1508197,.7288783,.1203019,210.9704,215.8099,215.2679,209.7057,210.2357,212.61,210.5068,217.6053,215.75,214.9714,217.0806,216.2162,214.104,214.4525,216.2561,215.1155,209.0684,211.3717,209.8589,211.4334,209.6923,212.1193,217.445,216.6938,218.504,217.9285,214.952,216.9937,216.1427,215.8624,215.3365,217.4323,213.37,215.1281,214.3952,215.0788,214.197,216.0515,210.3162,209.1245,211.4646,210.9033,216.5806,218.3396,217.7704,217.2724,216.9841,218.7898,215.8355,215.3053,217.3335,216.1951,214.0513,213.556,215.3467,214.817,210.347,217.1677,216.8736,218.6264,217.5428,216.1563,214.2031,217.4386
"Mississippi",2003,222.891,0.000,0.00035,9.32289,7.10e-09,-.4038495,.5169401,.0019591,.0494707,10.17468,.4369694,.5483601,.0059656,.0077317,0,.0009732,.6002774,.0852722,.0284121,.5114633,.4847635,.0037732,222.8906,228.975,228.9145,220.8176,221.5012,224.303,221.6775,231.6781,228.7099,227.4515,229.99,228.9644,227.0949,227.4488,229.7116,228.2756,219.5961,222.246,220.5594,222.5795,220.2418,223.0604,231.2914,230.0621,232.3426,231.6515,227.2768,229.7059,228.7596,228.2068,227.4487,229.9462,225.7606,227.8985,227.1147,227.9844,226.7181,229.002,220.7119,219.2632,221.9379,221.3283,229.7701,231.9534,231.3295,230.5244,230.0428,232.2912,228.0263,227.3253,229.7227,228.183,226.3283,225.6871,227.8457,227.2329,220.3585,230.2384,229.8078,231.9659,230.491,228.0533,226.2182,230.2606
"Mississippi",2005,226.699,0.000,0.00039,9.40430,8.54e-09,-.3803397,.4901981,.0050813,.0866222,10.19316,.4671474,.5079054,.0142315,.0098829,.0008329,0,.5936121,.0944506,.0079353,.5098563,.4868432,.0033004,226.6988,231.6629,232.0522,224.6793,226.0459,228.1714,225.4764,234.2565,231.4693,230.8734,232.7441,231.6313,230.3265,231.2711,232.9042,231.414,224.1588,226.1694,224.3862,227.1211,224.7791,226.9268,233.9399,233.3337,234.9761,234.2057,230.7327,232.5292,231.4872,231.6354,230.8443,232.6824,229.6569,231.1911,230.3135,231.814,230.5465,232.2035,225.2715,223.7954,225.8316,225.866,233.0815,234.6566,233.9446,233.804,233.2868,234.9032,231.4887,230.7467,232.5175,231.5878,230.2342,229.5535,231.11,231.0731,224.8911,233.5582,233.0839,234.6382,233.7449,231.4837,230.0976,233.5468
"Mississippi",2007,227.612,0.000,0.00037,9.79923,1.28e-08,-.414285,.4937744,.0102423,.0947759,10.16857,.4546081,.5198747,.0163828,.0069931,.0021412,0,.6003885,.0915379,.0229388,.5397698,.4565092,.0037211,227.6124,232.8638,233.1817,225.5208,227.2163,228.9764,226.203,235.554,232.702,232.3135,233.8296,232.8876,231.3938,232.6233,233.9612,232.5156,225.2495,226.8996,225.2009,228.1994,225.739,227.5197,235.2625,234.8467,236.1853,235.5715,232.1914,233.6486,232.7934,232.9862,232.3232,233.8154,230.9454,232.1795,231.457,233.1141,231.842,233.2102,226.2647,224.8275,226.5132,226.7147,234.6099,235.8913,235.3514,235.2556,234.852,236.1739,232.8588,232.2613,233.7023,232.9728,231.463,230.8827,232.1566,232.3017,225.811,235.0242,234.6791,235.9503,235.2449,232.9052,231.3565,235.0762
"Mississippi",2009,227.262,0.000,0.00040,10.12692,8.32e-09,-.427076,.4938683,.0082078,.0886586,10.17051,.4521722,.516329,.0223118,.0073566,.0018305,0,.5944424,.0935968,.0044249,.5483924,.4494166,.002191,227.2623,232.3779,232.0152,225.1866,226.6593,228.6391,225.9833,234.5783,232.2696,231.6196,233.3504,232.4491,230.3066,231.3007,232.8197,231.4263,224.7168,226.5787,224.9216,227.6642,225.3183,227.3192,234.3603,233.7129,235.2334,234.627,231.5538,233.2223,232.3787,232.3074,231.6811,233.3865,229.7012,231.121,230.3766,231.8125,230.6077,232.1561,225.7551,224.36,226.2533,226.3209,233.5468,235.0126,234.4533,234.1421,233.7542,235.2563,232.236,231.6482,233.2967,232.3475,230.2439,229.6603,231.1126,231.0952,225.3705,233.9819,233.6275,235.0788,234.1691,232.3087,230.1637,234.0469
"Mississippi",2011,229.868,0.000,0.00036,10.02222,-3.22e-08,-.3680156,.4813939,.0189279,.0877737,10.16078,.5005972,.4548819,.0337594,.0093911,.0013704,0,.6402944,.0823921,.0010334,.543299,.4545687,.0021324,229.868,233.3518,234.4239,227.775,229.241,231.2177,228.4771,235.8958,233.265,232.5779,234.3201,233.4485,232.7214,233.6949,235.2154,233.8135,227.283,229.1392,227.4771,230.2283,227.778,229.776,235.6756,234.991,236.5329,235.9659,232.5318,234.2132,233.4057,233.2637,232.6577,234.3786,232.1015,233.5222,232.8131,234.1994,232.9684,234.5222,228.3027,226.8783,228.7717,228.7562,234.8243,236.3101,235.7977,235.4108,235.0474,236.5749,233.212,232.6503,234.3163,233.3204,232.6361,232.0672,233.528,233.4438,227.8644,235.2499,234.9272,236.4031,235.4517,233.3071,232.5583,235.3359
"Mississippi",2013,231.106,0.000,0.00035,23.28946,-1.29e-08,-.3574832,.4925644,.0147188,.096317,10.14934,.4414594,.5150739,.0348329,.0072783,.0013554,0,.6827928,.0736179,.0058738,.5795543,.4161873,.0042585,231.1057,236.0054,236.2035,229.0232,230.4446,232.4463,229.7451,238.5406,236.0308,235.1756,236.9295,236.1308,234.4605,235.4243,236.976,235.6145,228.4981,230.3782,228.7628,231.4276,229.0052,231.0348,238.4148,237.5842,239.1442,238.6434,235.2319,236.9345,236.1971,235.8349,235.2799,237.0191,233.7937,235.2399,234.594,235.9192,234.7113,236.3015,229.5133,228.1236,230.0482,229.9794,237.5034,239.0156,238.5676,237.9855,237.6689,239.2204,235.8855,235.3719,237.0654,235.9177,234.3169,233.793,235.2862,235.1754,229.1058,237.9104,237.6327,239.1409,238.0557,236.0037,234.272,238.0239
"Mississippi",2015,,,,,,,,.02,.12,,.46,.48,.03,.01,0,.01,.66,.07,0,,,,234.2431,239.1427,239.3408,232.1606,233.5819,235.5836,232.8824,241.6779,239.1681,238.313,240.0669,239.2681,237.5978,238.5617,240.1133,238.7519,231.6354,233.5155,231.9001,234.5649,232.1425,234.1721,241.5521,240.7216,242.2815,241.7807,238.3692,240.0719,239.3344,238.9722,238.4172,240.1564,236.931,238.3772,237.7313,239.0566,237.8486,239.4388,232.6507,231.2609,233.1855,233.1168,240.6407,242.153,241.7049,241.1228,240.8063,242.3577,239.0228,238.5092,240.2028,239.055,237.4542,236.9303,238.4236,238.3127,232.2431,241.0477,240.77,242.2783,241.1931,239.1411,237.4093,241.1613
"Missouri",1992,222.216,0.000,0.00000,377.24237,-.5860764,.1612232,.480444,.0016565,.0779116,10.14898,.7698473,.1381182,.0586257,.0076886,.0239091,.0018111,,,,.0453374,.8928286,.061834,222.2156,219.9668,,221.5681,222.8006,223.1633,221.801,,220.195,220.4984,220.7562,220.2487,,,,,222.1603,222.5316,221.5573,223.4307,222.336,222.7313,,,,,220.6805,220.9646,220.4352,220.9981,220.7446,221.0107,,,,,,,222.8165,222.0873,222.4834,222.9693,,,,,,,221.1755,220.8913,221.1785,221.229,,,,,222.7268,,,,,221.371,,
"Missouri",1996,226.688,0.001,0.00087,9.22342,2.01e-10,.1441633,.5065994,.0024438,.0833962,10.14919,.7678406,.1332793,.0660519,.0116706,.0199699,.0011876,.2604247,.0662718,.0152673,.0390353,.9151348,.04583,226.6885,224.359,225.5279,225.839,227.385,228.2051,226.0723,224.4878,224.4564,225.0057,225.6535,224.5675,225.0914,226.1943,226.5548,225.3962,226.5481,227.3822,225.7326,228.4081,226.724,227.5855,224.5578,225.0833,225.4679,224.6501,225.0664,225.7216,224.6433,225.8365,225.186,225.826,225.7672,226.1752,225.1979,226.7881,226.01,226.4117,227.6154,226.3813,227.2387,227.7683,225.1263,225.5328,224.705,225.6563,225.2244,225.6066,225.8901,225.2294,225.8739,225.9964,226.4249,225.8114,226.2375,226.6186,227.436,225.708,225.2549,225.6549,225.7856,226.0324,226.4518,225.8228
"Missouri",2000,228.553,0.001,0.00111,9.38785,6.59e-10,.1386506,.5051961,.0047429,.0577839,10.11819,.7491065,.1523823,.0594039,.0101895,.0258579,.0030599,.2749413,.0609427,.0099708,.053545,.8798152,.0666398,228.5528,225.4127,226.8017,227.3777,228.742,229.9293,227.8938,225.4403,225.5306,225.5369,226.565,225.7428,226.2068,227.0352,227.7533,226.7195,227.6187,228.7755,227.3313,229.698,228.0225,229.2498,225.5322,225.5548,226.3184,225.7058,225.6371,226.6565,225.8184,226.2996,225.8312,226.8582,226.4678,227.2063,226.3957,227.5999,226.8835,227.6487,228.6128,227.4946,228.6815,228.9879,225.6331,226.4057,225.7659,226.0835,225.7921,226.56,226.3931,225.8951,226.9088,226.5729,227.0901,226.5806,227.3451,227.4561,228.4689,226.1699,225.8429,226.6141,226.3089,226.6299,227.1817,226.3658
"Missouri",2003,234.836,0.001,0.00058,8.68615,-3.98e-09,.0322586,.5009494,.0183226,.1251459,10.13224,.7684582,.1830107,.0278202,.0132117,.0037236,.0037755,.3282163,.0915161,.0188696,.2762359,.7209466,.0028175,234.8364,231.6351,234.2454,233.131,235.1326,235.9139,233.5506,232.4958,231.498,231.8641,232.5163,231.6084,233.2222,234.5325,234.9786,233.7761,233.5014,234.2198,232.7349,235.8718,233.8074,234.5995,232.3313,232.6475,233.1377,232.4757,231.7326,232.3616,231.5102,232.4405,231.8296,232.4677,233.559,233.9779,233.2022,234.9636,233.9974,234.4684,234.2633,233.039,233.7804,234.5439,232.4958,232.9703,232.3474,233.0315,232.6205,233.1012,232.3045,231.7337,232.3522,232.3932,234.0235,233.4623,233.9055,234.4201,233.7812,232.8851,232.5017,232.9691,232.9959,232.2925,233.9023,232.8812
"Missouri",2005,235.036,0.001,0.00070,9.15213,-2.68e-08,-.075545,.4874941,.0229534,.1385111,10.14223,.763275,.1719382,.0435371,.0158434,.0036291,.0017773,.3566352,.0748285,.0170189,.2853829,.7094582,.0051589,235.0356,231.6367,234.3966,233.4174,235.5384,236.1061,233.8422,232.5124,231.5466,232.0723,232.515,231.7009,233.4306,234.871,235.1252,234.0135,233.9808,234.4997,233.1052,236.2599,234.2904,234.8793,232.3842,232.8555,233.1501,232.5771,231.9743,232.4068,231.6461,232.6361,232.1125,232.5537,233.9476,234.183,233.4952,235.2923,234.4093,234.6985,234.7249,233.5871,234.1388,235.0061,232.7298,233.019,232.4829,233.2299,232.8988,233.1961,232.5337,232.0477,232.4812,232.662,234.4021,233.921,234.1917,234.8205,234.3084,233.1095,232.8047,233.0979,233.2638,232.5925,234.3494,233.1736
"Missouri",2007,239.411,0.001,0.00060,9.28102,-1.88e-08,.0125462,.4930208,.0165425,.1167076,10.12934,.7662312,.1902482,.0258737,.0125836,.0029965,.0020668,.3289689,.0873522,.0003603,.2843737,.7105159,.0051104,239.4111,236.0147,238.1467,237.4611,239.5036,240.4655,237.9117,236.5522,235.8927,236.0238,236.853,235.9564,237.029,238.2751,238.8804,237.6172,237.6493,238.5246,236.9808,240.239,237.9626,238.9301,236.4229,236.5227,237.1753,236.5169,235.9147,236.7141,235.8782,236.5828,235.9624,236.775,237.2158,237.7829,236.9964,238.7125,237.6743,238.3042,238.4053,237.0957,237.9962,238.6906,236.4083,237.0432,236.4253,236.9019,236.4833,237.1248,236.4693,235.8925,236.6801,236.5097,237.6856,237.1002,237.6938,238.1003,237.8289,236.7929,236.4028,237.0293,236.8545,236.4352,237.5432,236.7782
"Missouri",2009,240.684,0.001,0.00070,9.35387,1.94e-08,.0574341,.4819866,.0206258,.1205576,10.1136,.7640015,.1702273,.0406715,.0207022,.0033716,.0010258,.3475227,.0912008,.0125201,.2820373,.7162767,.001686,240.6844,236.8777,239.4358,238.8877,240.792,241.6121,239.1975,237.52,236.8274,236.9104,237.6174,236.7615,238.4139,239.5773,240.0879,238.8786,239.0825,239.8229,238.3579,241.4375,239.275,240.0921,237.4471,237.5045,238.0656,237.4288,236.8641,237.5515,236.7482,237.4023,236.7999,237.4867,238.6083,239.0833,238.324,239.965,238.9605,239.4873,239.7453,238.4919,239.25,239.9125,237.4399,237.9901,237.3891,237.8362,237.4172,237.9629,237.3521,236.7865,237.4579,237.2831,239.0242,238.4467,238.9417,239.3366,239.1339,237.7764,237.3822,237.9197,237.7427,237.2654,238.8378,237.7114
"Missouri",2011,240.495,0.001,0.00060,9.54778,-3.82e-08,.0137576,.4895651,.0352079,.1164926,10.11735,.751968,.1699799,.0474841,.0223218,.00392,.0043261,.4335158,.0746176,.0010315,.326511,.6699194,.0035696,240.4948,236.6467,239.8981,238.7675,240.5075,241.5017,239.1134,237.7542,236.7105,236.5793,237.45,236.6522,238.8635,239.9307,240.5851,239.4044,238.868,239.784,238.335,241.2144,239.0808,240.0838,237.7475,237.612,238.3264,237.7549,236.639,237.4955,236.7364,237.1189,236.5771,237.4361,238.952,239.5698,238.8543,240.3435,239.3628,240.0433,239.5961,238.3591,239.3023,239.7798,237.6106,238.3168,237.7722,237.9644,237.6063,238.313,237.1738,236.6549,237.5024,237.1054,239.396,238.8564,239.5031,239.7627,239.0634,237.9684,237.6265,238.3265,237.9514,237.1783,239.2726,237.9757
"Missouri",2013,239.548,0.001,0.00062,22.58762,-1.44e-08,-.0579039,.4877276,.0216028,.1270783,10.11908,.7213617,.186877,.0519627,.0184791,.0043814,.0169381,.455824,.0775544,.0003596,.3271716,.668398,.0044304,239.5484,236.1299,239.1266,237.6205,239.5724,240.6501,238.0179,237.2634,236.1157,236.064,237.0022,236.1487,237.952,239.1629,239.8732,238.5991,237.7422,238.7325,237.1697,240.3453,237.983,239.0735,237.1909,237.1208,237.8883,237.2927,236.054,236.9692,236.1766,236.6496,236.0668,236.9953,238.0518,238.7182,237.985,239.6115,238.5435,239.2867,238.5378,237.1966,238.222,238.7433,237.0608,237.8128,237.2614,237.5052,237.1351,237.8981,236.6347,236.0948,237.0046,236.6374,238.5332,237.9785,238.683,238.9743,237.9628,237.4509,237.1122,237.8627,237.5093,236.6602,238.4266,237.4907
"Missouri",2015,,,,,,,,.03,.13,,.72,.18,.05,.02,0,.03,.47,.08,0,,,,238.9649,235.5465,238.5432,237.037,238.989,240.0667,237.4345,236.6799,235.5323,235.4806,236.4188,235.5653,237.3685,238.5795,239.2897,238.0156,237.1587,238.1491,236.5863,239.7619,237.3996,238.4901,236.6074,236.5374,237.3049,236.7093,235.4706,236.3858,235.5932,236.0661,235.4834,236.4118,237.4684,238.1347,237.4016,239.028,237.9601,238.7033,237.9544,236.6132,237.6386,238.1599,236.4774,237.2294,236.6779,236.9218,236.5516,237.3146,236.0512,235.5114,236.4211,236.054,237.9498,237.395,238.0996,238.3909,237.3794,236.8674,236.5287,237.2792,236.9258,236.0768,237.8432,236.9073
"Montana",1996,227.987,0.000,0.00021,10.33124,-6.00e-09,.1878559,.4689434,.0007039,.0494534,10.11588,.7960957,.0063348,.0696047,.0118462,.1150874,.0010312,.2509407,.0868482,.0230325,.0281924,.9277682,.0440395,227.9872,224.0827,226.9352,227.0987,227.9276,229.2408,227.5273,224.6883,223.8944,223.9156,225.1482,224.1759,226.469,226.9189,227.7886,226.8201,227.0872,228.373,227.0077,228.8125,227.4521,228.8025,224.4944,224.4907,225.4758,224.7377,223.7545,224.9389,223.9901,224.6353,224.0081,225.227,226.4786,227.3672,226.5045,227.4339,226.7814,227.6825,228.0092,226.9726,228.2775,228.3727,224.3243,225.2785,224.5492,224.9758,224.5433,225.5175,224.4684,223.8493,225.0208,224.7199,227.0477,226.4913,227.3856,227.3204,227.9018,224.8162,224.3817,225.3244,225.025,224.5551,227.0572,224.8687
"Montana",2000,229.812,0.000,0.00042,10.06916,2.48e-10,.1814702,.4869206,.0179452,.0579352,10.08043,.7723748,.0086079,.094085,.0133549,.110739,.0008383,.2433554,.0685349,.1409533,.0229191,.916521,.0605599,229.812,225.0939,228.2915,228.9334,230.0046,230.8904,229.0362,225.596,224.9947,225.18,226.0082,224.9868,227.867,228.5208,229.0668,227.9823,229.1624,230.0288,228.5874,230.7508,229.2308,230.1317,225.4921,225.6372,226.2952,225.4854,225.0881,225.8902,224.8987,225.7858,225.0899,225.8939,228.1145,228.6828,227.743,228.9794,228.1981,228.7618,229.9388,228.8058,229.6783,230.0048,225.5432,226.188,225.3943,226.0601,225.5418,226.1802,225.689,225.0075,225.7874,225.6915,228.621,227.9718,228.5399,228.6753,229.587,225.9721,225.4589,226.0847,225.9626,225.604,228.4732,225.8845
