year,FIPS,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64
2013,Vermont,0.4851929,0.008503,0.1660685,13.96633,0.9220647,0.0232254,0.0152117,0.0160032,0.0076512,0.0158438,0.3086772,0.0655706,0,0.2167739,0.7775274,0.0056987,0.6986973,0.258242,0.0322661,0.0107946,0.2640569,274.3686,0.029319,266.6427,0.2725698,274.6487,0.211634,272.6432,0.3451892,277.0388,0.2553035,274.0804,0.2128486,272.6832,0.1060035,269.1666,0.0225483,266.4199,0.1120404,269.3653,0.0183467,266.2816,0.0275223,266.5836,0.2312859,273.29,0.3465536,277.0837,0.2645774,274.3857,0.2441435,273.7131,0.2942409,275.362,0.2019005,272.3228,0.1893441,271.9096,0.3357293,276.7275,0.292514,275.3051,0.2007214,272.284,0.0934732,268.7542,0.1750536,271.4392,0.0905139,268.6568,0.1023601,269.0467,0.1025355,269.0525,0.0116176,266.0602,0.022618,266.4222,0.1007825,268.9948,0.1079655,269.2312,0.0166198,266.2248,0.3074743,275.7975,0.221711,272.9749,0.2225446,273.0023,0.3388663,276.8307,0.3154856,276.0612,0.2324243,273.3274,0.2832181,274.9992,0.2682486,274.5065,0.1770343,271.5044,0.280221,274.9005,0.161739,271.001,0.0777306,268.2361,0.0922378,268.7136,0.1619184,271.0069,0.1697567,271.2649,0.0869505,268.5395,0.0910144,268.6733,0.1002789,268.9782,0.0117552,266.0647,0.0968087,268.864,0.2979336,275.4835,0.2941882,275.3602,0.2101843,272.5955,0.3050033,275.7162,0.2553065,274.0806,0.1479968,270.5487,0.1586034,270.8978,0.0766222,268.1996,0.1566692,270.8341,0.08889,268.6034,0.2827326,274.9832,0.1449829,270.4495
2015,Vermont,,,,,,,,,,,,,,,,,,,,,-0.1044922,274,-0.3392334,266.2742,-0.0959778,274.2802,-0.1569214,272.2746,-0.0233765,276.6703,-0.1132507,273.7119,-0.1557007,272.3146,-0.2625427,268.798,-0.3460083,266.0513,-0.2565308,268.9967,-0.3502197,265.9131,-0.3410339,266.2151,-0.1372681,272.9214,-0.0220032,276.7151,-0.1039734,274.0171,-0.1244202,273.3446,-0.0743103,274.9934,-0.1666565,271.9543,-0.1792297,271.541,-0.0328369,276.3589,-0.0760498,274.9366,-0.1678467,271.9155,-0.2750854,268.3857,-0.193512,271.0706,-0.2780457,268.2882,-0.2662048,268.6781,-0.2660217,268.6839,-0.3569336,265.6916,-0.3459473,266.0536,-0.2677917,268.6262,-0.2605896,268.8626,-0.3519287,265.8562,-0.0610962,275.429,-0.1468506,272.6063,-0.1460266,272.6337,-0.0296936,276.4622,-0.0530701,275.6926,-0.1361389,272.9589,-0.0853577,274.6306,-0.1003113,274.1379,-0.1915283,271.1359,-0.0883484,274.532,-0.2068176,270.6324,-0.2908325,267.8675,-0.2763367,268.345,-0.2066345,270.6384,-0.1987915,270.8963,-0.2816162,268.171,-0.2775574,268.3047,-0.26828,268.6096,-0.3568115,265.6961,-0.271759,268.4954,-0.0706177,275.115,-0.0743713,274.9917,-0.1583862,272.2269,-0.0635681,275.3476,-0.1132507,273.712,-0.2205505,270.1801,-0.2099609,270.5292,-0.2919312,267.8311,-0.2118835,270.4656,-0.2796631,268.2348,-0.0858154,274.6147,-0.2235718,270.081
1998,Virginia,0.5020365,0.0079923,0.0557619,13.95766,0.6503218,0.2429044,0.0603307,0.0388387,0.0074086,0.0001959,0.171782,0.0522729,0.0299479,0.0523766,0.9139726,0.0336509,0.6847308,0.2407812,0.0649646,0.0095234,0.1493037,266.4197,0.1270346,265.6868,0.0475691,263.0714,0.0962423,264.6733,0.0927693,264.559,0.1375965,266.0344,0.1110765,265.1615,0.06751,263.7277,0.1057991,264.9879,0.0722858,263.8848,0.112777,265.2175,0.1212647,265.4969,0.0177453,262.0898,0.0029432,261.6026,0.0414595,262.8703,0.0335493,262.6099,0.0494429,263.133,0.0834427,264.252,0.0808319,264.1661,0.0869116,264.3662,0.0571236,263.3858,0.0964951,264.6816,0.0531547,263.2552,0.0226331,262.2506,0.0592508,263.4558,0.0649634,263.6438,0.0571083,263.3853,0.0916163,264.5211,0.1031778,264.9016,0.064464,263.6274,0.0686792,263.7661,0.1067771,265.02,-0.0212191,260.8073,0.010471,261.8503,0.0145037,261.9831,0.0003121,261.516,-0.0106115,261.1565,0.0251865,262.3347,0.042416,262.9017,0.0338543,262.62,0.0660233,263.6787,0.0490309,263.1194,0.0124742,261.9163,0.0447129,262.9773,0.0526394,263.2382,0.0184668,262.1135,0.0215468,262.2149,0.0563391,263.36,0.0490395,263.1198,0.0559333,263.3466,0.0887638,264.4272,0.0605397,263.4982,-0.024767,260.6906,-0.0251154,260.6791,0.0056313,261.6911,-0.0148393,261.0173,0.0252514,262.3368,0.0080399,261.7704,0.0129795,261.9329,0.0438628,262.9494,0.0170399,262.0666,0.047572,263.0714,-0.0298445,260.5235,0.0082317,261.7766
2002,Virginia,0.4953879,0.0172613,0.0796714,13.96969,0.6573853,0.2511075,0.040586,0.039418,0.0058075,0.0056957,0.2132087,0.0514989,0.0101222,0.213402,0.7826467,0.0039513,0.6210401,0.2710428,0.0737144,0.0342027,0.2269761,269.1974,0.1959198,268.1753,0.1536839,266.7852,0.1855026,267.8325,0.2002817,268.3189,0.2193692,268.9471,0.2331266,269.3999,0.1583964,266.9403,0.1886226,267.9352,0.1706744,267.3444,0.185417,267.8297,0.2241794,269.1054,0.1298471,266.0007,0.1341494,266.1423,0.1495141,266.648,0.1734267,267.435,0.1653773,267.1701,0.1770963,267.5558,0.2065681,268.5258,0.1960623,268.18,0.2011494,268.3474,0.2227486,269.0583,0.1548917,266.825,0.1386378,266.29,0.1514615,266.7121,0.1864181,267.8626,0.1657585,267.1826,0.178161,267.5908,0.2162991,268.846,0.1642796,267.1339,0.1933209,268.0898,0.2131221,268.7415,0.1141683,265.4846,0.1247921,265.8343,0.1561645,266.8669,0.1320034,266.0717,0.1479693,266.5971,0.167246,267.2316,0.1602525,267.0014,0.1799331,267.6491,0.1960086,268.1782,0.1951027,268.1484,0.1365193,266.2203,0.1478566,266.5934,0.1820574,267.7191,0.134517,266.1544,0.16118,267.032,0.1790642,267.6205,0.1592179,266.9673,0.1881225,267.9187,0.2052872,268.4836,0.1867196,267.8725,0.1112673,265.3892,0.1342418,266.1453,0.1495617,266.6495,0.144599,266.4862,0.1734618,267.4362,0.1322342,266.0793,0.1585431,266.9452,0.1746078,267.4739,0.1569278,266.892,0.1813792,267.6967,0.1304322,266.02,0.1541297,266.7999
2003,Virginia,0.5097519,0.0173067,0.072916,13.96839,0.6495641,0.2677935,0.0409747,0.0346539,0.0013667,0.0056471,0.1991507,0.0646146,0,0.2669382,0.7303761,0.0026858,0.6307897,0.2923603,0.0723283,0.0045217,0.2027253,268.0048,0.1822836,267.332,0.1211115,265.3187,0.1613086,266.6417,0.1676,266.8488,0.194675,267.7399,0.165156,266.7683,0.1366843,265.8312,0.1759037,267.122,0.1484204,266.2175,0.1709444,266.9588,0.1711553,266.9658,0.0984063,264.5714,0.0938251,264.4206,0.116667,265.1724,0.1021978,264.6962,0.1332467,265.7181,0.1524439,266.3499,0.1413617,265.9852,0.1634176,266.7111,0.1332501,265.7182,0.155775,266.4596,0.1347967,265.7691,0.1091641,264.9255,0.1294153,265.592,0.1274237,265.5265,0.1446715,266.0941,0.1646064,266.7502,0.1659277,266.7937,0.1417935,265.9994,0.1399068,265.9373,0.1606645,266.6205,0.0751527,263.8061,0.0930883,264.3964,0.0876067,264.216,0.0917451,264.3522,0.0765208,263.8511,0.0967517,264.517,0.128171,265.5511,0.1144077,265.0981,0.1318174,265.6711,0.1279184,265.5427,0.1087167,264.9108,0.1274339,265.5268,0.126056,265.4814,0.1050814,264.7911,0.10204,264.691,0.1208029,265.3085,0.1379036,265.8714,0.1369399,265.8397,0.1554761,266.4497,0.1337264,265.7339,0.072359,263.7141,0.0650834,263.4747,0.0817975,264.0248,0.073662,263.757,0.1086999,264.9102,0.1044923,264.7717,0.1019106,264.6867,0.1193632,265.2612,0.0983041,264.5681,0.1306404,265.6323,0.0618559,263.3684,0.0980597,264.56
2005,Virginia,0.502021,0.0244885,0.0803466,14.02728,0.6074742,0.2682636,0.0652282,0.0407819,0.0038661,0.0143861,0.2248431,0.0430054,0.0011125,0.2788953,0.7172017,0.003903,0.604902,0.2796682,0.1049837,0.0104461,0.2256646,267.809,0.229745,267.9433,0.1557965,265.5094,0.1932264,266.7414,0.1998129,266.9581,0.2376763,268.2043,0.2123559,267.3709,0.1839622,266.4364,0.2236997,267.7443,0.2049015,267.1256,0.2392166,268.255,0.2303047,267.9617,0.138621,264.9442,0.1367255,264.8817,0.1670492,265.8798,0.1525771,265.4035,0.1728082,266.0693,0.2052468,267.137,0.1892237,266.6096,0.2092751,267.2696,0.187661,266.5582,0.2241011,267.7575,0.182258,266.3803,0.1655892,265.8317,0.1946912,266.7896,0.1850573,266.4725,0.2010119,266.9976,0.2331552,268.0555,0.2236192,267.7416,0.2126659,267.3811,0.2061934,267.1681,0.2398773,268.2767,0.1225355,264.4147,0.150149,265.3235,0.138154,264.9288,0.1448194,265.1482,0.1338905,264.7885,0.1638741,265.7753,0.1825002,266.3883,0.1690213,265.9447,0.2009651,266.996,0.1972236,266.8729,0.1649193,265.8097,0.1930976,266.7371,0.1823276,266.3826,0.1736643,266.0975,0.1671888,265.8844,0.195913,266.8298,0.2088797,267.2565,0.2016909,267.0199,0.2331766,268.0562,0.214039,267.4263,0.131132,264.6977,0.1223175,264.4076,0.1495645,265.3043,0.1422818,265.0646,0.1786628,266.262,0.173255,266.084,0.1656209,265.8328,0.1932738,266.7429,0.1753803,266.154,0.209627,267.2811,0.1309625,264.6921,0.1740422,266.11
2007,Virginia,0.505562,0.0266235,0.0818048,13.99737,0.6108935,0.2630936,0.0563545,0.0491356,0.0041806,0.0163422,0.2406924,0.0206554,0.0003237,0.2770104,0.7177788,0.0052109,0.6015587,0.2943024,0.0922693,0.0118696,0.1806815,266.8787,0.1746461,266.6801,0.1136756,264.6734,0.1509124,265.899,0.1566497,266.0878,0.1825035,266.9387,0.1644184,266.3435,0.1330231,265.3102,0.1716061,266.58,0.152351,265.9463,0.1743839,266.6715,0.17404,266.6602,0.0981465,264.1623,0.0965227,264.1089,0.116629,264.7706,0.1090095,264.5198,0.1318853,265.2727,0.1524176,265.9485,0.1455097,265.7212,0.1589129,266.1623,0.1411268,265.5769,0.165548,266.3806,0.13357,265.3282,0.116991,264.7825,0.1349872,265.3748,0.1333671,265.3215,0.1508516,265.897,0.1713497,266.5716,0.1711673,266.5656,0.1531004,265.971,0.1520852,265.9376,0.174108,266.6624,0.0836892,263.6865,0.1008864,264.2525,0.0976133,264.1447,0.0990367,264.1916,0.09173,263.9511,0.1116053,264.6053,0.1338904,265.3387,0.1260483,265.0806,0.1465733,265.7562,0.1429807,265.6379,0.1181071,264.8192,0.1355597,265.3937,0.1336423,265.3306,0.1189093,264.8457,0.1174156,264.7965,0.1356096,265.3953,0.1516025,265.9217,0.1506684,265.8909,0.1712402,266.568,0.1530541,265.9695,0.0861386,263.7671,0.0826863,263.6535,0.1001196,264.2272,0.0941024,264.0292,0.1277873,265.1378,0.1201035,264.885,0.1182828,264.825,0.1359081,265.4051,0.1195335,264.8662,0.1516422,265.923,0.0850244,263.7304,0.1204756,264.8972
2009,Virginia,0.4994943,0.0273502,0.1079133,14.01616,0.5895257,0.2588834,0.071582,0.0575865,0.003813,0.0186094,0.2975951,0.0114443,0,0.2974593,0.6973194,0.0052213,0.6009644,0.2803864,0.1080331,0.0106161,0.1035135,265.642,0.1072769,265.7658,0.0789416,264.8333,0.0746529,264.6921,0.1120661,265.9235,0.1117362,265.9126,0.0920575,265.2649,0.09022,265.2045,0.1001977,265.5329,0.1171036,266.0893,0.1142529,265.9955,0.1066994,265.7468,0.0593398,264.1881,0.089077,265.1668,0.0856058,265.0526,0.0737409,264.6621,0.086164,265.071,0.0827964,264.9601,0.0713557,264.5836,0.1174629,266.1011,0.1007447,265.5508,0.0999868,265.5259,0.0849674,265.0316,0.1021425,265.5969,0.0966999,265.4177,0.0896382,265.1853,0.1107363,265.8797,0.1071663,265.7622,0.0996856,265.516,0.1216423,266.2386,0.1164778,266.0687,0.1136926,265.977,0.0715589,264.5903,0.0659225,264.4048,0.0579594,264.1427,0.0931832,265.302,0.0836826,264.9893,0.0801455,264.8729,0.0915123,265.247,0.0824983,264.9503,0.0792624,264.8438,0.1060679,265.726,0.0972607,265.4362,0.0914878,265.2462,0.0842559,265.0081,0.10622,265.731,0.1014881,265.5753,0.0961716,265.4003,0.1153048,266.0301,0.1101874,265.8616,0.1066717,265.7459,0.121061,266.2195,0.0756498,264.7249,0.069806,264.5326,0.0643194,264.352,0.0877374,265.1227,0.0877759,265.124,0.101412,265.5728,0.0965157,265.4117,0.0908229,265.2243,0.105633,265.7117,0.1147967,266.0133,0.0738313,264.6651,0.1007262,265.5502
2011,Virginia,0.4877658,0.0468527,0.1059071,13.994,0.5633605,0.2198782,0.1077102,0.0658238,0.0018294,0.0413979,0.3172299,0.0038133,0.0011906,0.3263877,0.6703725,0.0032398,0.5931675,0.2875952,0.1137918,0.0054456,0.1148112,267.2729,0.1215678,267.4953,0.1032442,266.8922,0.1103321,267.1255,0.12086,267.472,0.1154848,267.2951,0.0990613,266.7545,0.1107842,267.1404,0.1243845,267.588,0.1299042,267.7697,0.1227625,267.5346,0.1113336,267.1584,0.1010343,266.8195,0.1102713,267.1235,0.1034435,266.8987,0.092063,266.5242,0.1165594,267.3304,0.1109722,267.1465,0.0989053,266.7494,0.1210819,267.4793,0.1067134,267.0064,0.0996931,266.7753,0.1139365,267.2441,0.1206859,267.4662,0.1118236,267.1746,0.1015096,266.8351,0.1318673,267.8343,0.1255711,267.627,0.1154552,267.2941,0.1304023,267.786,0.121281,267.4858,0.112652,267.2018,0.1080521,267.0504,0.101189,266.8246,0.0922989,266.532,0.1101784,267.1204,0.1003417,266.7967,0.0921641,266.5275,0.116724,267.3358,0.1061902,266.9891,0.0995412,266.7703,0.1068267,267.0101,0.1229148,267.5396,0.1150073,267.2794,0.1057032,266.9731,0.1210625,267.4786,0.1128197,267.2073,0.1026093,266.8713,0.1323886,267.8514,0.1242764,267.5844,0.1167623,267.3371,0.1218053,267.5031,0.1078911,267.0451,0.1002126,266.7924,0.0924063,266.5355,0.1001279,266.7896,0.1063011,266.9928,0.1233322,267.5533,0.1158733,267.3079,0.1068369,267.0104,0.1131938,267.2197,0.1248309,267.6027,0.0999845,266.7849,0.1162959,267.3217
2013,Virginia,0.4912109,0.050865,0.1169877,13.98899,0.5573416,0.2295003,0.1079375,0.0603714,0.0033865,0.0414627,0.3461559,0.0068439,0.0025793,0.3826587,0.6116205,0.0057208,0.6021892,0.2743681,0.1115803,0.0118624,0.0496755,267.5899,0.0651915,268.1005,0.0635035,268.045,0.0502125,267.6075,0.0695533,268.2441,0.0486424,267.5558,0.0413599,267.3162,0.0693684,268.238,0.0726886,268.3473,0.0864575,268.8004,0.0642152,268.0684,0.0635669,268.0471,0.0623486,268.007,0.0814573,268.6359,0.0615244,267.9798,0.058198,267.8704,0.0688441,268.2207,0.0491497,267.5726,0.0460934,267.472,0.0680126,268.1934,0.0607041,267.9529,0.0396726,267.2607,0.0755204,268.4405,0.0898021,268.9105,0.0675158,268.177,0.0678628,268.1884,0.0917257,268.9738,0.0717025,268.3148,0.0718819,268.3207,0.0848724,268.7483,0.0844734,268.7351,0.0623506,268.007,0.0797052,268.5782,0.0602129,267.9367,0.0606376,267.9507,0.0795655,268.5736,0.0755349,268.4409,0.0554457,267.7798,0.0671787,268.1659,0.0637917,268.0545,0.0444122,267.4166,0.0586248,267.8844,0.0941064,269.0522,0.0736852,268.3801,0.0748215,268.4175,0.0878083,268.8449,0.0879706,268.8503,0.0657946,268.1204,0.0901529,268.9221,0.090479,268.9328,0.0706541,268.2803,0.0827285,268.6777,0.0775632,268.5077,0.0769263,268.4868,0.0578423,267.8586,0.0730532,268.3593,0.0616843,267.9851,0.0921009,268.9862,0.092984,269.0153,0.0727718,268.35,0.0858299,268.7798,0.0887507,268.8759,0.0743323,268.4014,0.0908392,268.9447
2015,Virginia,,,,,,,,,,,,,,,,,,,,,-0.5401917,267,-0.5246887,267.5107,-0.5263672,267.4551,-0.5396729,267.0177,-0.5203247,267.6542,-0.5412292,266.966,-0.5485229,266.7263,-0.5205078,267.6481,-0.5171814,267.7574,-0.503418,268.2106,-0.5256653,267.4785,-0.5263062,267.4572,-0.5275269,267.4171,-0.5084229,268.046,-0.5283508,267.39,-0.5316772,267.2805,-0.5210266,267.6309,-0.5407104,266.9827,-0.5437927,266.8821,-0.5218506,267.6035,-0.5291748,267.363,-0.5502014,266.6708,-0.5143433,267.8506,-0.500061,268.3206,-0.5223694,267.5872,-0.5220032,267.5986,-0.4981384,268.384,-0.518158,267.7249,-0.5180054,267.7309,-0.5050049,268.1584,-0.5054016,268.1453,-0.5275269,267.4172,-0.5101624,267.9883,-0.5296631,267.3468,-0.5292358,267.3608,-0.5103149,267.9837,-0.5143433,267.8511,-0.5344238,267.1899,-0.5227051,267.576,-0.5260925,267.4646,-0.5454712,266.8268,-0.53125,267.2945,-0.4957581,268.4623,-0.5161743,267.7902,-0.5150452,267.8276,-0.5020752,268.255,-0.5018921,268.2604,-0.5240784,267.5305,-0.4997253,268.3322,-0.4993896,268.3429,-0.5192261,267.6905,-0.5071411,268.0879,-0.5122986,267.9178,-0.5129395,267.8969,-0.5320435,267.2688,-0.5168152,267.7694,-0.5281982,267.3952,-0.4977722,268.3963,-0.4968872,268.4254,-0.5170898,267.7601,-0.5040588,268.1899,-0.5011292,268.286,-0.5155334,267.8115,-0.4990234,268.3548
1998,Washington,0.4942611,0.0164289,0.0678666,14.01566,0.7633951,0.0306715,0.0956245,0.07634,0.033256,0.0007129,0.1589323,0.0572045,0.1009377,0.0314987,0.9369117,0.0315896,0.6437632,0.2592279,0.0887724,0.0082365,0.1490966,266.4132,0.0022497,261.5801,0.0574407,263.3966,0.1065824,265.014,0.1076694,265.0498,0.1571503,266.6783,0.122506,265.5381,-0.0193605,260.8689,-0.0251202,260.6793,-0.0336543,260.3984,0.0125312,261.9185,-0.0045234,261.3572,0.0340244,262.6259,0.0278814,262.4237,0.0682912,263.7537,0.0481707,263.0915,0.0727251,263.8997,0.1143761,265.2705,0.0954453,264.6474,0.1150056,265.2912,0.083426,264.2518,0.1293856,265.7645,-0.0426297,260.103,-0.0493273,259.8826,-0.0076609,261.2539,-0.0235641,260.7305,-0.0548306,259.7015,-0.0148214,261.0183,-0.0280713,260.5822,-0.024851,260.6882,-0.0387789,260.2298,0.005074,261.6731,0.0086829,261.7919,0.0449626,262.9859,0.0310808,262.529,0.0360442,262.6924,0.0193786,262.1439,0.0582509,263.4233,0.0799999,264.1391,0.062139,263.5512,0.1022695,264.872,0.0901266,264.4724,-0.0675521,259.2828,-0.0309428,260.4877,-0.0438889,260.0616,-0.0401767,260.1838,-0.0523937,259.7817,-0.0125976,261.0915,-0.0460355,259.9909,-0.0569014,259.6333,-0.0184588,260.8986,-0.0304904,260.5026,0.0172247,262.073,0.0059314,261.7013,0.0412019,262.8622,0.0272806,262.404,0.0688013,263.7705,-0.0583283,259.5864,-0.0682314,259.2604,-0.0329285,260.4223,-0.0437442,260.0663,-0.0486153,259.906,0.0140255,261.9677,-0.0595114,259.5474
2002,Washington,0.5068944,0.0339489,0.0816746,14.0007,0.7816887,0.0425967,0.0637172,0.0870913,0.0230654,0.0018407,0.154588,0.05966,0.1798294,0.1789392,0.8079392,0.0131216,0.5714064,0.2807355,0.1014607,0.0463974,0.1944176,268.1682,0.0255885,262.6116,0.1207579,265.7438,0.1738065,267.4898,0.1702233,267.3719,0.1973738,268.2654,0.2338077,269.4646,0.0213537,262.4722,0.022854,262.5216,0.0079295,262.0304,0.0309592,262.7883,0.0720545,264.1409,0.1115786,265.4417,0.1079098,265.321,0.1285376,265.9999,0.164975,267.1991,0.1535264,266.8223,0.1766033,267.5818,0.2175514,268.9296,0.1732862,267.4727,0.200671,268.374,0.2348523,269.499,0.0188018,262.3882,0.0085636,262.0512,0.0291213,262.7278,0.0666283,263.9623,0.0064692,261.9823,0.0282144,262.698,0.067587,263.9938,0.0124821,262.1802,0.0447793,263.2432,0.076095,264.2739,0.1004362,265.075,0.1196184,265.7063,0.1558787,266.8997,0.1134948,265.5048,0.1432794,266.4851,0.1717614,267.4225,0.1565276,266.9211,0.1883741,267.9692,0.2185397,268.9621,0.2029033,268.4474,0.0069555,261.9983,0.0266412,262.6462,0.0625065,263.8266,0.0143921,262.2431,0.044661,263.2393,0.0733467,264.1834,0.0110886,262.1343,0.0422693,263.1606,0.0716242,264.1267,0.0488077,263.3758,0.1064286,265.2722,0.1363764,266.2579,0.1627271,267.1252,0.1486785,266.6628,0.1905346,268.0403,0.0129577,262.1959,0.0420932,263.1548,0.0692674,264.0491,0.0501094,263.4186,0.0463427,263.2946,0.1419486,266.4413,0.0476759,263.3385
2003,Washington,0.4892376,0.0340694,0.105899,13.98752,0.7354544,0.055609,0.0923825,0.0808024,0.0294587,0.006293,0.199225,0.0832086,0.0436079,0.2331555,0.7579999,0.0088446,0.5863925,0.2940421,0.1057061,0.0138593,0.0960562,264.4941,-0.0338013,260.2201,0.0340631,262.4537,0.0755958,263.8207,0.1020948,264.6928,0.0945241,264.4436,0.0895332,264.2794,-0.0400035,260.016,-0.0429217,259.92,-0.0232714,260.5667,-0.0330331,260.2454,-0.0318401,260.2847,0.0250895,262.1584,0.0443323,262.7917,0.0351002,262.4879,0.0354662,262.4999,0.0837333,264.0885,0.0737477,263.7598,0.0756529,263.8225,0.100775,264.6494,0.0948467,264.4543,0.0874971,264.2124,-0.047698,259.7628,-0.0291959,260.3717,-0.0386872,260.0593,-0.0376451,260.0936,-0.0313755,260.3,-0.0421404,259.9457,-0.0396793,260.0267,-0.023168,260.5701,-0.0225686,260.5898,-0.0310892,260.3094,0.036079,262.5201,0.0259603,262.187,0.0281877,262.2603,0.0446925,262.8036,0.0446603,262.8025,0.0363977,262.5305,0.082003,264.0316,0.0826386,264.0525,0.0735471,263.7532,0.0931428,264.3982,-0.0360737,260.1453,-0.0464147,259.805,-0.0443018,259.8745,-0.0286589,260.3894,-0.0280946,260.408,-0.0363616,260.1359,-0.031331,260.3014,-0.0295253,260.3609,-0.0389165,260.0518,-0.0224211,260.5947,0.0362621,262.5261,0.0380763,262.5858,0.0290414,262.2885,0.0449849,262.8132,0.0807443,263.9901,-0.0356063,260.1607,-0.0340404,260.2122,-0.0430428,259.916,-0.0275312,260.4265,-0.0294265,260.3641,0.0382981,262.5931,-0.033532,260.229
2005,Washington,0.4996038,0.0437616,0.0864503,14.0018,0.7451284,0.055406,0.0964412,0.0714842,0.0300529,0.0014873,0.2512527,0.0461644,0.0681447,0.2303566,0.7637326,0.0059109,0.564931,0.3040014,0.1177551,0.0133125,0.1295889,264.6566,0.0013248,260.4351,0.1001401,263.6873,0.1212453,264.382,0.1113549,264.0564,0.1329207,264.7662,0.1291678,264.6427,0.0165502,260.9362,0.0026638,260.4791,-0.012548,259.9785,0.0063981,260.602,0.0051401,260.5606,0.0965124,263.5679,0.0868424,263.2497,0.1044662,263.8297,0.1022228,263.7559,0.1050976,263.8505,0.124588,264.492,0.1228582,264.435,0.114435,264.1578,0.1109465,264.043,0.132703,264.759,0.016263,260.9267,0.0025951,260.4769,0.0205106,261.0665,0.0194221,261.0307,-0.0107841,260.0365,0.0077208,260.6456,0.0060423,260.5903,-0.0083654,260.1161,-0.0094785,260.0795,0.0104524,260.7355,0.0842298,263.1637,0.1010214,263.7163,0.0987341,263.6411,0.0901454,263.3584,0.0886697,263.3098,0.1068966,263.9097,0.1082958,263.9557,0.1064461,263.8949,0.1263947,264.5514,0.1143065,264.1536,0.0029284,260.4878,0.0202663,261.0585,0.0189226,261.0143,0.005825,260.5832,0.0048689,260.5517,0.0236461,261.1697,-0.0065169,260.177,-0.0080725,260.1258,0.0113379,260.7646,-0.0050727,260.2245,0.0878211,263.2819,0.0862311,263.2295,0.1034902,263.7976,0.0923405,263.4306,0.1098571,264.0071,0.0062702,260.5978,0.0050327,260.5571,0.0231849,261.1545,0.0083202,260.6653,-0.003587,260.2734,0.090061,263.3556,0.0085908,260.6742
2007,Washington,0.5110806,0.0450216,0.0733248,14.01827,0.6806889,0.0502329,0.1419498,0.0989719,0.0251439,0.0030126,0.3153378,0.01107,0.023963,0.2771536,0.7152116,0.0076348,0.5476705,0.2609859,0.1714474,0.0198963,0.1211928,264.9478,0.0243491,261.7604,0.1172023,264.8164,0.1144245,264.725,0.0865776,263.8085,0.1301358,265.2421,0.1539446,266.0257,0.0446927,262.43,0.0128307,261.3813,-0.0043491,260.8159,0.0376659,262.1987,0.0429762,262.3735,0.1121958,264.6517,0.086335,263.8005,0.1242509,265.0484,0.139855,265.562,0.0826802,263.6802,0.1235966,265.0269,0.1386344,265.5218,0.0942552,264.0612,0.1177689,264.8351,0.1636405,266.3448,0.0321999,262.0188,0.0155145,261.4696,0.0544947,262.7526,0.0603763,262.9462,-0.0126281,260.5434,0.02613,261.819,0.0295004,261.93,0.0063061,261.1666,0.0121476,261.3588,0.0555922,262.7887,0.0832487,263.6989,0.119566,264.8942,0.1280305,265.1728,0.0920118,263.9874,0.1081364,264.5181,0.1479708,265.8291,0.0908522,263.9492,0.1064403,264.4622,0.1483421,265.8413,0.1263683,265.1181,0.0062678,261.1653,0.0420349,262.3425,0.046385,262.4857,0.0233224,261.7266,0.0295263,261.9308,0.0697822,263.2557,-0.0018531,260.898,0.002278,261.034,0.0421049,262.3448,0.0224477,261.6978,0.0894578,263.9033,0.0993034,264.2274,0.1362069,265.4419,0.1147906,264.7371,0.1151723,264.7496,0.0142184,261.427,0.0190635,261.5865,0.0558048,262.7957,0.0371575,262.182,0.012668,261.3759,0.106165,264.4532,0.0267995,261.8411
